Var1,Freq
administrative law,143
constitution,128
Civil law,123
criminal law,90
Commercial law,84
Criminal procedure law,81
Company law,71
Public policy,71
Code of Civil Procedure,54
Administration,49
Comparative politics,48
politics,46
Civil law,45
International relations,43
Securities trading law,43
human resource Management,38
Private international law,38
Intellectual Property Law,34
Fair Trade Act,31
policy Analysis,30
Consumer protection law,28
Public administration,27
Criminal policy,26
International public law,26
Criminology,25
Criminal Law,25
Non-profit organization management,25
Insurance law,25
political economy,25
Anglo-American law,25
international law,25
Jurisprudence,24
Enforcement law,24
Introduction to law,23
Financial law,23
Maritime law,22
Bill method,22
Official ethics,21
Basic theory of administrative law,21
Test system,18
Public management,17
Civil and commercial law,16
General rules of civil law,15
Financial law,15
Personnel administration,14
Administrative relief law,14
Identity law,14
Intergovernmental relationship,14
Patent law,14
Arbitration law,13
Cross-strait relations,13
Trust law,13
Government crisis management,13
Political parties and elections,13
International trade law,13
New discussion on organizational behavior,13
Labor Law,13
Copyright Law,13
Environmental law,13
Poll,12
National personnel system,12
Social law,12
Bankruptcy Law,12
Labor law,12
Relative law,12
Civil property law,11
History of Western Political Thought,11
jurisprudence,11
International political economy,11
International Economic Law,11
Banking law,11
Criminal law,10
Crisis management,10
Government procurement law,10
Political philosophy,10
Land law,9
public law,9
Civil law property rights,9
General rules of criminal law,9
Local autonomy law,9
Research methods,9
trademark law,9
Organization theory and behavior,9
Inheritance law,9
Legal sociology,8
International relations theory,8
Intellectual property rights,8
Tax law,8
Electronic government,8
Corporate Governance,7
Juvenile event processing,7
Relatives of civil law,7
Local government,7
Legal methodology,7
Legal German,7
Special criminal law,7
Taxation law,7
Organizational behavior,7
Intellectual property law,7
Collective labor relations,7
economics,7
Constitution of the Republic of China,6
Public governance,6
Public policy analysis,6
Comparative administration,6
Summary of civil law,6
Corporate M&A,6
Business management,6
Local governance,6
Western political thought,6
Social science research method,6
Contract law,6
Political methodology,6
the U.S. constitution,6
Anglo-American Tort Act,6
Anglo-American contract law,6
Personal Data Protection Act,6
Family law,6
International trade law,6
Basic law,6
Organization theory,6
Economic law,6
Network method,6
Human rights law,5
History of Chinese political thought,5
Chinese Constitution and Government,5
Juvenile law,5
Civil procedure law,5
General Theory of Civil Law Debt,5
Civil law inheritance,5
Governments and politics,5
Local government and politics,5
Local politics,5
Administrative ethics,5
Administrative organization and management,5
Voting behavior,5
Gender and law,5
Legal history,5
legal,5
Legal ethics,5
Legal Japanese,5
sociology,5
Financial regulations,5
Non-profit organizations,5
Government and business,5
Political behavior,5
Finance and taxation law,5
State Compensation Law,5
National studies,5
International Politics,5
International law of the sea,5
Organizational change management and technology,5
Strategic management,5
Economic administration law,5
Constitution,5
Medical law,5
Securities law,5
Police regulations,5
History of Chinese political system,4
Fair law,4
Citizen participation,4
Public economics,4
Comparing government and politics,4
Democratization,4
Democratic theory,4
Civil Law Debt,4
Administrative Procedure Law,4
Asia Pacific Regional Studies,4
Income tax law,4
Sociology of law,4
Legal ethics,4
Legal economic analysis,4
Law and life,4
Legal methodology,4
Jurisprudence and Legal Philosophy,4
Legal English,4
Property Law,4
Property Law and Quasi-property Law,4
social policy,4
Social science methodology,4
Social welfare law,4
Political theory,4
Political theory and method,4
Science and technology law,4
Introduction to Anglo-American Law,4
Energy law,4
Property law,4
Congressional politics,4
International Civil Procedure Law,4
International Affairs - Regional Studies,4
International environmental law,4
Quantitative research method,4
Economic criminal law,4
Information law,4
Electronic governance,4
management,4
EU law,4
Electoral System,4
Performance management,4
Medical law,4
Police law,4
Human rights and democracy,3
Real estate management,3
Mainland China Studies,3
Chinese political thought,3
Public administration and management,3
Notary law,3
Comparative method,3
Comparative law,3
Cross-strait relations,3
Foreign policy,3
Civil law debt,3
Nationalism,3
Legislative procedure,3
Legislative theory,3
Global governance,3
Criminal substantive law,3
Local institutional law,3
Local finance,3
Land administration,3
Administrative law,3
Marketing management,3
Gender politics,3
Legal history,3
Court organization law,3
financial,3
Political psychology,3
Political sociology,3
History of political thought,3
Political economy,3
Party politics,3
Science and technology law,3
Ethics,3
Financial administration,3
Financial Accounting,3
National theory,3
State responsibility law,3
International trade regulations,3
International human rights law,3
International criminal law,3
International investment law,3
International financial law,3
International Maritime Law,3
International organizations,3
International tax law,3
Education law,3
Rational science,3
Communication protocol,3
Labor relations law,3
Labor economy,3
General tax law,3
Tax regulations,3
Litigation practice,3
Credit law,3
News regulations,3
Information law,3
Information Technology Law,3
Cross-domain governance,3
Digital governance,3
Constitutional study,3
Constitutional system,3
Strategic Research,3
Environmental policy,3
Medical criminal law,3
Roman law,3
WTO law,2
Manpower planning,2
Human resource development,2
Crowd relationship,2
Human rights thinking,2
Human rights education,2
Human rights theory,2
Land regulations,2
Land Policy,2
Land registration,2
Mass communication law,2
Real estate valuation,2
CCP politics,2
Sino-US diplomatic relations,2
Political and Economic Development in Mainland China,2
Chinese diplomatic history,2
Chinese government and politics,2
Chinese research,2
China's economy,2
Fair Trade Law Practice,2
Public economy,2
Public choice,2
public relationship,2
Public service security system,2
Civil service law,2
Civil service legal system,2
Official management,2
Payment method,2
Cultural law,2
Selected Readings of Japanese Law,2
Japanese,2
Comparative political system,2
Semi-presidential theme,2
Taiwan's political development,2
Taiwan research,2
Diplomatic practice,2
Municipal studies,2
people,2
Civil criminal proceedings,2
Civil law,2
Civil litigation practice,2
Summary of civil and commercial law,2
Sustainable development,2
Life science law,2
Biotechnology law,2
organism count,2
arbitration,2
Mergers and acquisitions,2
Corporate M&A Theory and Practice,2
Globalization,2
Criminal law,2
Criminal evidence law,2
Criminal law,2
Local autonomy,2
Local government and finance,2
Administrative relief,2
Administrative organization law,2
Administrative procedure law,2
Administrative information management,2
Marketing,2
Western diplomatic history,2
Investment law,2
Disaster prevention,2
Disaster management,2
Cross-strait relations and mainland policy,2
Gender relations law,2
Latin America,2
East Asian political economy,2
East Asian Regional Studies,2
History of legal thought,2
Legal practice,2
Legal ethics,2
Law,2
Jurisprudence summary,2
Community development,2
Social insurance law,2
Sociological theory,2
Financial supervision,2
Non-litigation law,2
Tort law,2
Government human resources management,2
Government system and politics,2
Government budget,2
Government performance management,2
Political marketing,2
Political Participation,2
Political development,2
Political communication,2
Policy evaluation,2
Technology policy,2
Science and technology policy and management,2
Technology management,2
Technology and society,2
US foreign policy,2
Anglo-American Criminal Law and Criminal Procedure Law,2
Metrological analysis,2
philosophy,2
Introduction to philosophy,2
Family law,2
Law of the sea,2
Consumer protection law,2
Tax regulations,2
Financial law,2
Financial Statement Analysis,2
Movable secured transactions law,2
Regional research,2
