Var1,Freq
電力電子,129
自動控制,118
機電整合,111
影像處理,78
流體力學,69
機械設計,68
訊號處理,67
電力系統,60
智慧型控制,54
無線通訊,54
奈米材料,53
機械工程,53
計算流體力學,52
嵌入式系統,52
機械製造,52
人工智慧,51
微機電系統,51
營建管理,48
大地工程,46
固體力學,46
地震工程,44
控制系統,41
數位通訊,41
燃料電池,41
半導體製程,40
程式設計,39
醫學工程,39
數位訊號處理,38
機器人學,38
生醫材料,37
電子電路,37
類神經網路,37
再生能源,36
控制工程,35
熱傳學,35
複合材料,35
光電,34
光電工程,33
冷凍空調,33
電子電路設計,33
數值分析,32
半導體材料與元件,31
能源科技,31
數位元影像處理,31
熱力學,31
半導體元件,30
太陽能電池,29
生物力學,29
電腦網路,29
機械熱流,29
光纖通訊,28
電子電機工程,28
數位信號處理,28
光電元件,27
車輛工程,27
專案管理,27
微波工程,27
電腦視覺,27
電機機械,27
機構設計,27
類比積體電路設計,27
化學工程,26
材料分析,26
數位系統設計,26
工程數學,25
天線設計,25
有限元素法,25
材料工程,25
材料科學,25
能源工程,25
陶瓷材料,25
電子學,25
電腦輔助設計,25
電機控制,25
模糊控制,25
積體電路與系統,25
環境工程,25
電機工程,24
熱流,24
機械固力,24
機器人,24
物理,23
強健控制,23
通訊系統,23
最佳化設計,23
半導體元件物理,22
信號處理,22
組織工程,22
無線網路,22
結構分析,22
電化學,22
儀器分析,22
機械加工,22
應力分析,22
CAD/CAM,21
內燃機,21
光電材料,21
行動通訊,21
破壞力學,21
結構工程,21
資料探勘,21
電力品質,21
模具設計,21
生化工程,20
有機化學,20
自動控制與機電整合,20
非線性控制,20
積體電路設計,20
工程材料,19
生醫光電,19
地理資訊系統,19
材料力學,19
計算機結構,19
高分子化學,19
高分子材料,19
程式控制,19
微處理機,19
電腦輔助工程,19
電磁理論,19
機器學習,19
土木工程,18
化工熱力學,18
生醫訊號處理,18
金屬材料,18
基礎工程,18
軟體工程,18
嵌入式系統設計,18
電腦繪圖,18
機器視覺,18
燃燒學,18
計算機網路,17
振動學,17
電磁相容,17
電機,17
精密量測,17
精密製造,17
熱處理,17
複合材料力學,17
機構學,17
工程力學,16
有限元素分析,16
奈米科技,16
物理化學,16
金屬成形,16
非破壞檢測,16
非線性光學,16
程式語言,16
結構動力,16
電路學,16
機械材料,16
機械製圖,16
工廠實習,15
光電量測,15
光學量測,15
能源材料,15
控制,15
結構力學,15
超大型積體電路設計,15
電化學工程,15
電腦輔助工程分析,15
實驗力學,15
磁性材料,15
編碼理論,15
輸送現象,15
薄膜工程,15
土壤力學,14
天線工程,14
奈米複合材料,14
岩石力學,14
計算機概論,14
動力學,14
單晶片應用,14
微積分,14
電子材料,14
精密機械,14
薄膜技術,14
薄膜製程,14
醫學影像處理,14
工程圖學,13
水利工程,13
系統整合,13
奈米技術,13
耐震設計,13
計算力學,13
展頻通訊,13
高分子複合材料,13
無線通訊系統,13
電力工程,13
電子陶瓷,13
電子構裝,13
電動機控制,13
圖形識別,13
數值模擬,13
數學,13
應用力學,13
工程地質,12
材料機械性質,12
高分子加工,12
控制理論,12
遙感探測,12
輪機,12
橋梁工程,12
積體光學,12
隧道工程,12
分離技術,11
化學,11
水土保持,11
功能性高分子材料,11
半導體物理,11
生物化學工程,11
生醫工程,11
自動化,11
自動化工程,11
汽車修護,11
金屬成型,11
射頻積體電路設計,11
通訊理論,11
智慧電網,11
結構動力學,11
結構控制,11
微波電路,11
雷射加工,11
電子工程,11
電子顯微鏡,11
電腦輔助設計與製造,11
適應控制,11
鋼結構,11
醫學影像,11
工程管理,10
切削加工,10
平行處理,10
生質能源,10
光電材料與元件,10
光學薄膜,10
行動計算,10
作業系統,10
系統控制,10
振動與結構力學,10
逆向工程,10
高分子合成,10
混凝土材料,10
資訊安全,10
電力,10
電力系統分析,10
電子,10
噴射推進,10
熱流分析,10
線性代數,10
機械設計方法,10
磨潤學,10
聲學,10
邊界元素法,10
人工智慧與專家系統,9
工程測量,9
反應工程,9
天線,9
太陽光電,9
半導體,9
半導體材料,9
半導體製程技術,9
生物資訊,9
生產自動化技術,9
生態工程,9
光子晶體,9
光學,9
光機電系統整合,9
多媒體通訊,9
有機合成,9
汽車工程,9
奈米元件,9
空氣動力學,9
表面處理,9
品質管理,9
海洋工程,9
真空技術,9
紡織與纖維,9
高分子物理,9
無線感測網路,9
程式模擬,9
電腦輔助製造,9
電磁學,9
電漿技術,9
數位系統,9
模糊理論,9
輪機工程,9
應用數學,9
邊坡穩定,9
CAD,8
土木水利工程,8
大地測量,8
化工材料科技,8
太陽電池,8
功能性高分子,8
半導體工程,8
可靠度工程,8
生物感測器,8
生醫電子,8
光電半導體,8
地下水,8
系統工程,8
系統晶片設計,8
系統識別,8
固力,8
固態物理,8
波動力學,8
非破壞性檢測,8
流體機械,8
相平衡,8
科技管理,8
海岸工程,8
航太工程,8
專家系統,8
軟性電子,8
通訊工程,8
單元操作,8
智慧型系統,8
程式系統工程,8
結構設計,8
超大型積體電路,8
塑性力學,8
微觀力學,8
資料庫系統,8
資訊管理,8
電磁與微波,8
綠色能源,8
綠建築,8
廢水處理,8
彈性力學,8
數值方法,8
熱流工程,8
機構學與機械動力學,8
積體電路,8
隨機振動,8
薄膜材料,8
醫工概論,8
類比積體電路,8
CAD/CAM/CAE,7
VLSI,7
工業安全,7
工業配電,7
介面現象,7
分子動力學,7
分子模擬,7
分析化學,7
太陽能,7
水土保持工程,7
水文分析,7
水文學,7
半導體雷射,7
生物技術,7
生醫晶片,7
光通訊,7
光學系統設計,7
光學設計,7
光機電系統,7
光機電整合,7
有機太陽能電池,7
污染防治,7
系統生物學,7
放電加工,7
河川水力學,7
室內配線,7
風力發電,7
風工程,7
振動力學,7
振動控制,7
疲勞與破壞力學,7
粉末冶金,7
紊流理論,7
能源,7
航空工程,7
配電自動化,7
高分子工程,7
動力機械,7
液晶光學,7
混合訊號積體電路設計,7
設計,7
通訊信號處理,7
智慧型機器人,7
最佳控制,7
測量,7
測量學,7
結構學,7
超臨界流體技術,7
雲端運算,7
電腦模擬,7
電磁波,7
精密工程,7
精密加工,7
數位IC設計,7
數位積體電路設計,7
熱傳,7
熱傳與質傳學,7
鋪面工程,7
凝態物理,7
導電高分子,7
機動學,7
機械振動,7
鋼筋混凝土,7
錯誤更正碼,7
營建材料,7
環境影響評估,7
薄膜電晶體,7
醫學電子,7
邏輯設計,7
RFID,6
人工智慧應用,6
人機介面,6
工程估價,6
工廠管理,6
反應工程與觸媒,6
水文地質,6
水資源工程,6
半導體物理與元件,6
可程式控制,6
生物晶片,6
生物醫學工程,6
生態工法,6
光電子學,6
光電半導體元件,6
光學檢測,6
光纖感測器,6
地球科學,6
地盤改良,6
多媒體網路,6
成型加工,6
有限元素,6
有機發光二極體,6
自動化技術,6
自動化控制,6
自然科學,6
材料科學與工程,6
材料熱力學,6
奈米光電,6
物聯網,6
金屬基,6
非傳統加工,6
建築設計,6
建築資訊模型,6
計算流力,6
軌道工程,6
振動,6
能源技術,6
配電工程,6
馬達控制,6
高分子物性,6
高分子薄膜,6
高速網路,6
基因工程,6
液晶物理,6
理論凝態物理,6
陶瓷製程,6
普通化學,6
最佳化理論,6
結構最佳化設計,6
資訊工程,6
電子商務,6
電子散熱,6
電波傳播,6
電腦輔助機械設計製圖,6
電腦輔助機械製圖,6
電腦整合製造,6
演算法,6
網頁設計,6
網路安全,6
網路通訊,6
數位通信,6
數位邏輯,6
模具製造,6
模流分析,6
衛星大地測量,6
複合材料及聚摻合物,6
鋰離子電池,6
噪音控制,6
機械性質,6
機器人控制,6
機器動力學,6
輸送現象與單元操作,6
靜力學,6
類比,6
觸媒,6
觸媒化學,6
攝影測量,6
鑄造,6
IC設計,5
力學,5
大地地震工程,5
工程教育,5
反應動力學,5
太陽能工程,5
水資源系統分析,5
半導體物理及元件,5
可靠度分析,5
生物物理,5
交通工程,5
光電系統設計,5
光電薄膜,5
光纖光學,5
多媒體,5
多媒體系統,5
多媒體訊號處理,5
伺服控制,5
材料微結構分析,5
材料微觀分析,5
材料製程,5
汽電共生,5
系統分析,5
車輛動力學,5
固態電子,5
固體廢棄物處理,5
奈米材料合成,5
奈米科學,5
奈米碳管,5
物理光學,5
空氣污染防制,5
空間資訊系統,5
表面工程,5
表面化學,5
表面技術,5
金屬疲勞,5
品質管制,5
流場可視化,5
計算物理,5
計算機程式,5
飛行控制,5
射出成型,5
射頻電路設計,5
振動分析,5
氣液壓控制,5
神經科學,5
能源應用,5
高分子加工及流變學,5
高分子奈米複材,5
高性能高分子材料,5
密碼學,5
控制系統設計,5
細胞生物學,5
蛋白質工程,5
軟體無線電,5
陶瓷基的複合材料,5
創意工程,5
單晶片,5
普通物理學,5
晶片設計,5
智慧型電網,5
程式分析與設計,5
超音波,5
塑性加工,5
微波元件,5
微波電路設計,5
微型電網,5
微流體,5
微流體晶片,5
微電工程,5
微機電,5
感測與轉換,5
資料庫,5
資料結構,5
道路工程,5
雷射,5
電子冷卻,5
電化學技術,5
電信網路,5
電源管理IC設計,5
電腦軟體應用,5
圖學,5
實驗流體力學,5
實驗應力分析,5
碳材料,5
管理學,5
精密機械設計,5
網路管理,5
網際網路,5
輕金屬材料,5
寬頻網路,5
數位電路,5
數位電路設計,5
數位學習,5
數控工具機,5
熱交換器設計,5
熱傳分析,5
熱電材料,5
鋰電池,5
機械量測與感測,5
積體電路製程,5
鋼鐵材料,5
薄膜分離,5
薄膜分離技術,5
薄膜光學,5
醫用超音波,5
醫療器材,5
藥物控制釋放,5
觸媒反應工程,5
鑄造學,5
CAE,4
IC封裝,4
VLSI設計,4
人因工程,4
土石流,4
土壤動力,4
土壤動力學,4
土壤液化,4
土壤結構互制,4
工作圖,4
工業配線,4
工業設計,4
介面科學,4
公路工程,4
分子生物學,4
分子束磊晶,4
分子動力學模擬,4
分散式計算,4
化學技術實習,4
太陽能光電,4
水污染防治,4
半導體元件及物理,4
可變結構控制,4
生命科學,4
生物化學,4
生物科技,4
生產管理,4
生醫高分子材料,4
生醫微機電系統,4
生醫感測器,4
生醫資訊,4
光感測器,4
光電半導體製程,4
光電科學,4
光纖通信,4
光纖感測,4
全像術,4
合金設計,4
伺服馬達控制,4
低溫物理,4
作業研究,4
形狀記憶合金,4
技職教育,4
投影幾何學,4
材料,4
材料分析與檢測,4
材料破壞分析,4
材料試驗,4
材料實驗,4
災害管理,4
系統辨識,4
防災工程,4
防災教育,4
固態雷射,4
坡地防災,4
奈米光電元件,4
奈米材料製程,4
奈米量測,4
奈米製程,4
奈米複材,4
油氣壓系統,4
空氣污染防治,4
空間資訊,4
表面改質,4
信號分析,4
品質工程,4
政府採購法,4
故障診斷,4
相關力學,4
相變化,4
研發管理,4
計算水力學,4
計算熱流,4
軌道車輛,4
風險評估,4
風險管理,4
飛機設計,4
氣候變遷,4
紊流,4
能量轉換,4
能源管理,4
配電系統,4
高分子奈米複合材料,4
高分子結構分析與物性,4
高性能混凝土,4
高頻電路設計,4
液氣壓學,4
液晶光電元件,4
淨煤技術,4
焊接,4
異重流,4
統計,4
統計分析,4
統計信號處理,4
通訊,4
造船工程,4
陶瓷複合材料,4
陶瓷薄膜,4
創意性工程設計,4
單晶片控制,4
復健工程,4
智慧型計算,4
智慧型結構,4
港灣工程,4
無線通信,4
無線感測器網路,4
無機化學,4
發光二極體,4
策略管理,4
結構振動,4
結構實驗,4
虛擬實境,4
微分方程,4
微光機電系統,4
微流體力學,4
微流體系統,4
微細加工,4
微處理機系統,4
微電子工程,4
感測器,4
資訊檢索,4
運動控制,4
運輸工程,4
電力系統穩定度,4
電子安定器,4
電子封裝,4
電子照明,4
電子構裝技術,4
電動車,4
電動車輛,4
電腦圖學,4
電腦輔助設計製造,4
電腦輔助繪圖,4
電腦機械製圖,4
電漿製程,4
電器修護,4
電機電力,4
電鍍,4
預力混凝土,4
圖形辨識,4
綠色材料,4
腐蝕與防蝕,4
製造工程,4
語音信號處理,4
語音訊號處理,4
輔具設計,4
數位,4
數位控制,4
數位設計,4
數位邏輯設計,4
數值電磁,4
模糊系統,4
熱交換器,4
熱流科學,4
熱對流,4
膠體與介面科學,4
衛星通訊,4
