Var1,Freq
Power Electronics,129
Automatic control,118
Electromechanical integration,111
Image processing,78
Fluid mechanics,69
Mechanical Design,68
Signal processing,67
Power Systems,60
Smart control,54
Wireless communication,54
Nanomaterial,53
Mechanical engineering,53
Computational Fluid Dynamics,52
Embedded Systems,52
Machine made,52
Artificial intelligence,51
MEMS,51
Construction management,48
Geotechnical engineering,46
Solid mechanics,46
Earthquake engineering,44
Control System,41
Digital communication,41
The fuel cell,41
Semiconductor process,40
Programming,39
Medical engineering,39
Digital signal processing,38
Robotics,38
Biomedical materials,37
electronic circuit,37
Neural network,37
renewable energy,36
Control engineering,35
Heat transfer,35
Composite material,35
photoelectric,34
Photoelectric engineering,33
Refrigerated air conditioner,33
Electronic circuit design,33
Numerical Analysis,32
Semiconductor materials and components,31
Energy Technology,31
Digital image processing,31
Thermodynamics,31
Semiconductor component,30
Solar battery,29
biology,29
Computer network,29
Mechanical heat flow,29
Optical fiber communication,28
Electronic motor engineering,28
Digital signal processing,28
Optoelectronic component,27
Vehicle Engineering,27
Project management,27
Microwave engineering,27
Computer vision,27
Motor machinery,27
Institutional design,27
Analogous integrated circuit design,27
chemical engineering,26
Materials Analysis,26
Digital system design,26
Engineering Mathematics,25
Antenna design,25
Finite element method,25
Materials Engineering,25
material science,25
Energy engineering,25
Ceramic material,25
Electronics,25
Computer aided design,25
motor control,25
Fuzzy control,25
Integrated circuit and system,25
Environmental Engineering,25
Electrical Engineering,24
Heat flow,24
Mechanical solid,24
robot,24
physical,23
Robust control,23
Communication system,23
Optimized design,23
Semiconductor component physics,22
Signal processing,22
Tissue Engineering,22
Wireless network,22
Structural analysis,22
Electrochemistry,22
Instrumental Analysis,22
Machining,22
Stress Analysis,22
CAD/CAM,21
internal combustion engine,21
Photoelectric material,21
Mobile communication,21
Destructive mechanics,21
Structural Engineering,21
Data exploration,21
Power quality,21
Mold design,21
Biochemical engineering,20
Organic chemistry,20
Automatic control and electromechanical integration,20
Nonlinear control,20
Integrated circuit design,20
Engineering Materials,19
Shengji Optoelectronics,19
Geographic information system,19
Material mechanics,19
Computer structure,19
high polymer chemistry,19
Polymer Materials,19
Program control,19
microprocessor,19
Computer aided engineering,19
Electromagnetic theory,19
Machine learning,19
civil Engineering,18
Chemical Thermodynamics,18
Biomedical signal processing,18
metallic material,18
Basic engineering,18
Software engineering,18
Embedded System Design,18
Computer drawing,18
Machine vision,18
Combustion,18
Computer network,17
Vibration,17
Electromagnetic compatibility,17
Motor,17
Precision measurement,17
Precision manufacturing,17
Heat treatment,17
Composite mechanics,17
Institutional,17
Engineering mechanics,16
Finite element analysis,16
Nanotechnology,16
Physical Chemistry,16
Metal forming,16
Non-destructive testing,16
Nonlinear optics,16
Program language,16
Structural power,16
Circuit science,16
Mechanical material,16
Mechanical Drawing,16
Factory internship,15
Photoelectricity measurement,15
Optical measurement,15
Energy materials,15
control,15
structural mechanics,15
Very large integrated circuit design,15
Electrochemical engineering,15
Computer aided engineering analysis,15
Experimental mechanics,15
Magnetic material,15
Coding theory,15
Transport phenomenon,15
Film engineering,15
Soil mechanics,14
Antenna engineering,14
Nano composite,14
Rock mechanics,14
Introduction to Computer,14
dynamics,14
Single chip application,14
calculus,14
electronic Materials,14
Precision machinery,14
Thin film technology,14
Film process,14
Medical image processing,14
Engineering Graphics,13
Hydraulic engineering,13
System integration,13
Nanotechnology,13
Seismic design,13
Computing mechanics,13
Spread spectrum communication,13
Polymer composite,13
Wireless communication system,13
Power Engineering,13
Electronic ceramic,13
Electronic assembly,13
Motor control,13
Graphic recognition,13
Numerical Simulation,13
mathematics,13
Applied mechanics,13
Engineering Geology,12
Material mechanical properties,12
Polymer processing,12
Control theory,12
Remote sensing,12
Turbine,12
bridge engineering,12
Integrated optics,12
tunnel Engineering,12
Separation technique,11
Chemistry,11
Soil and water conservation,11
Functional polymer material,11
Semiconductor physics,11
Biochemical engineering,11
Biomedical engineering,11
automation,11
Automation engineering,11
Car repair,11
Metal forming,11
RF integrated circuit design,11
Communication theory,11
Smart grid,11
Structural dynamics,11
Structural control,11
Microwave circuit,11
Laser processing,11
Electronic engineering,11
Electron microscope,11
Computer aided design and manufacturing,11
Adaptive control,11
Steel structure,11
Medical Imaging,11
Engineering Management,10
Machining,10
Parallel processing,10
Biomass energy,10
Photoelectric materials and components,10
Optical film,10
Action calculation,10
System,10
System control,10
Vibration and structural mechanics,10
Reverse Engineering,10
Polymer synthesis,10
Concrete material,10
Information security,10
electricity,10
Power System Analysis,10
electronic,10
Jet propulsion,10
Heat flow analysis,10
Linear algebra,10
Mechanical design method,10
Grinding,10
acoustics,10
Boundary element method,10
Artificial intelligence and expert system,9
Engineering measurement,9
Reaction engineering,9
antenna,9
Solar photovoltaic,9
semiconductor,9
Semiconductor material,9
Semiconductor process technology,9
Biological information,9
Production automation technology,9
Ecological engineering,9
Photonic crystals,9
Optics,9
Opto-mechatronics integration,9
Multimedia communication,9
Organic Synthesis,9
Automotive Engineering,9
Nano component,9
aerodynamics,9
Surface treatment,9
Quality management,9
Ocean engineering,9
Vacuum technology,9
Textile and fiber,9
Polymer physics,9
Wireless sensing network,9
Program simulation,9
Computer aided manufacturing,9
Electromagnetism,9
Plasma technology,9
Digital system,9
Fuzzy theory,9
Marine Engineering,9
applied mathematics,9
Slope stability,9
CAD,8
Civil engineering,8
Geodetic survey,8
Chemical Materials Technology,8
Solar battery,8
Functional polymer,8
Semiconductor engineering,8
Reliability engineering,8
Biosensor,8
Biomedical electronics,8
Optoelectronic semiconductor,8
groundwater,8
System engineering,8
System chip design,8
System identification,8
Solid,8
Solid state physics,8
Wave dynamics,8
Non-destructive testing,8
Fluid machinery,8
Phase equilibrium,8
Technology management,8
Coastal engineering,8
Aerospace engineering,8
expert system,8
Soft electronics,8
Communications Engineering,8
Unit operation,8
Smart system,8
Program system engineering,8
Structural design,8
Very large integrated circuit,8
Plastic mechanics,8
Micromechanics,8
Database system,8
Information management,8
Electromagnetic and microwave,8
Green energy,8
Green building,8
Wastewater treatment,8
Elastic mechanics,8
Numerical Methods,8
Heat flow engineering,8
Institutional and mechanical dynamics,8
Integrated circuit,8
Random vibration,8
Film material,8
Introduction to medical work,8
Analog integrated circuit,8
CAD/CAM/CAE,7
VLSI,7
Industrial safety,7
Industrial power distribution,7
Interface phenomenon,7
Molecular dynamics,7
Molecular simulation,7
analytical chemistry,7
Solar energy,7
Soil and water conservation project,7
Hydrological analysis,7
Hydrology,7
Semiconductor laser,7
Biotechnology,7
Biomedical wafer,7
Optical communication,7
Optical system design,7
optical design,7
Optical electromechanical system,7
Optical and electrical integration,7
organic solar battery,7
Pollution Prevention,7
Systems biology,7
Electric discharge machining,7
River hydraulics,7
Indoor wiring,7
wind power,7
Wind engineering,7
Vibration mechanics,7
Vibration control,7
Fatigue and failure mechanics,7
Powder metallurgy,7
Turbulence theory,7
energy,7
Aviation engineering,7
Distribution automation,7
Polymer engineering,7
Power machinery,7
Liquid crystal,7
Mixed signal integrated circuit design,7
design,7
Communication signal processing,7
Smart robot,7
Optimal control,7
measuring,7
Surveying,7
Structural science,7
Supercritical fluid technology,7
Cloud computing,7
Computer simulation,7
Electromagnetic wave,7
Precision engineering,7
Precision Machining,7
Digital IC design,7
Digital integrated circuit design,7
Heat transfer,7
Heat transfer and quality transfer,7
Paving work,7
Condensed physics,7
Conductive polymer,7
Motorization,7
Mechanical vibration,7
RC,7
Error correction code,7
Construction materials,7
Environmental Impact Assessment,7
Thin film transistor,7
Medical electronics,7
Logical design,7
RFID,6
Artificial intelligence application,6
Human machine interface,6
Project valuation,6
Factory management,6
Reaction Engineering and Catalyst,6
Hydrogeology,6
Water resources engineering,6
Semiconductor physics and components,6
Programmable control,6
Biochip,6
biomedical engineering,6
Ecological method,6
Optoelectronics,6
Photoelectric semiconductor component,6
Optical inspection,6
Fiber optic sensor,6
Earth Science,6
Site improvement,6
Multimedia network,6
Molding,6
Finite element,6
Organic light-emitting diode,6
Automation technology,6
Automated control,6
Natural science,6
Materials Science and Engineering,6
Material thermodynamics,6
Nano photoelectric,6
Internet of Things,6
Metal base,6
Unconventional processing,6
architectural design,6
Building information model,6
Computational flow,6
Track engineering,6
vibration,6
Energy technology,6
Distribution engineering,6
Motor control,6
Polymeric property,6
Polymer film,6
High speed network,6
Genetic Engineering,6
Liquid crystal physics,6
Theoretical condensed physics,6
Ceramic process,6
General Chemistry,6
Optimization theory,6
Structural optimization design,6
Information engineering,6
E-commerce,6
Electronic cooling,6
Radio wave propagation,6
Computer aided mechanical design drawing,6
Computer aided mechanical drawing,6
Computer integrated manufacturing,6
Algorithm,6
Web Design,6
Network security,6
Network communication,6
Digital communication,6
Digital logic,6
Mold making,6
Mold flow analysis,6
Satellite geodetic survey,6
Composite materials and poly blends,6
Lithium Ion Battery,6
Noise control,6
Mechanical properties,6
Robot control,6
Machine dynamics,6
Conveying phenomenon and unit operation,6
statics,6
analogy,6
catalyst,6
Catalyst chemistry,6
Photogrammetry,6
Casting,6
IC design,5
Mechanics,5
Earthquake earthquake engineering,5
Engineering education,5
Kinetics,5
Solar engineering,5
Water resources system analysis,5
Semiconductor physics and components,5
Reliability analysis,5
Biophysics,5
Traffic Engineering,5
Photoelectric system design,5
Photoelectric film,5
Fiber optics,5
multimedia,5
Multimedia system,5
Multimedia signal processing,5
Servo Control,5
Material microstructure analysis,5
Microscopic analysis of materials,5
Material process,5
Steam and electricity symbiosis,5
System analysis,5
Vehicle dynamics,5
Solid state electronics,5
Solid waste treatment,5
Nanomaterial synthesis,5
Nanoscience,5
Carbon nanotube,5
Physical optics,5
Air pollution prevention,5
Spatial information system,5
Surface engineering,5
Surface chemistry,5
Surface technology,5
Metal fatigue,5
Quality control,5
Flow field visualization,5
Computing physics,5
Computer program,5
Flight control,5
Injection Molding,5
RF circuit design,5
Vibration analysis,5
Gas hydraulic control,5
Neuroscience,5
Energy application,5
Polymer processing and rheology,5
Polymer nanocomposite,5
High performance polymer material,5
Cryptography,5
Control system design,5
Cell Biology,5
Protein engineering,5
Software radio,5
Ceramic based composite,5
Creative engineering,5
Single chip,5
General physics,5
Wafer design,5
Smart grid,5
Program analysis and design,5
Ultrasonic,5
Plastic processing,5
Microwave component,5
Microwave circuit design,5
Microgrid,5
Microfluid,5
Microfluidic wafer,5
Micro-electric engineering,5
MEMS,5
Sensing and conversion,5
database,5
Data structure,5
Road engineering,5
Laser,5
Electronic cooling,5
Electrochemical technology,5
Telecommunications network,5
Power Management IC Design,5
Computer software application,5
Graphics,5
Experimental fluid dynamics,5
Experimental stress analysis,5
Carbon material,5
management,5
Precision mechanical design,5
Network management,5
Internet,5
Light metal material,5
Broadband network,5
Digital circuit,5
Digital circuit design,5
Digital learning,5
CNC machine tool,5
Heat exchanger design,5
Heat transfer analysis,5
Thermoelectric material,5
lithium battery,5
Mechanical measurement and sensing,5
Integrated circuit process,5
Steel material,5
Membrane separation,5
Membrane separation technology,5
Thin film optics,5
Medical ultrasound,5
medical equipment,5
Drug controlled release,5
Catalyst reaction engineering,5
Casting,5
CAE,4
IC package,4
VLSI design,4
Human Factors Engineering,4
Earth and stone flow,4
Soil dynamics,4
Soil dynamics,4
Soil liquefaction,4
Soil structure interaction,4
Working diagram,4
Industrial wiring,4
industrial design,4
Interface science,4
Road construction,4
molecular biology,4
Molecular beam epitaxy,4
Molecular dynamics simulation,4
Decentralized calculation,4
Chemical technology internship,4
