Var1,Freq
Marketing management,549
human resource Management,482
E-commerce,350
management,281
Strategic management,270
Consumer Behavior,263
Financial Management,241
Information management,236
Business management,207
Organizational behavior,199
Supply Chain Management,187
Project management,172
economics,161
Quality management,152
Knowledge management,141
Homework research,137
Accounting,137
Production management,136
Programming,133
Data exploration,133
statistics,131
Customer relationship management,130
Internet marketing,127
Technology management,114
Chinese cuisine,113
Information security,113
Enterprise resource planning,98
Management information system,95
Catering management,91
Service industry management,86
Hotel management,85
Investment,74
Research methods,73
International business management,70
Hospitality management,69
Marketing,68
International etiquette,68
Human Resources,67
Artificial intelligence,67
Marketing research,65
System analysis and design,64
Logistics management,64
Image processing,64
Human Factors Engineering,62
Statistical Analysis,61
Innovation management,61
Production and operation management,60
Teaching English,60
Marketing,59
Beverage modulation,59
Strategic analysis,58
Software engineering,58
Digital learning,58
Medical management,58
Western cuisine,57
Management,55
Job management,53
Management accounting,51
Organization theory,50
Entrepreneur management,50
Catering Services,50
Financial Accounting,48
System simulation,47
Service management,45
calculus,45
International marketing,44
Database system,44
management,44
Sightseeing marketing,44
Corporate Governance,40
statistics,40
Business ethics,39
basketball,39
Brand management,38
Swim,38
database,38
Computer network,38
tennis,38
Grade,38
Introduction to Computer,37
Industry analysis,37
accounting,37
Decision support system,36
Database management,36
Algorithm,36
Eco-tourism,35
Service industry marketing,33
commercial English,33
Management science,33
Nutrition,33
System analysis,32
Organization management,32
Commercial law,31
Labour Relations,31
Quantity method,31
Meal service,31
volleyball,30
Neural network,30
physical education,30
System,29
English,29
Motion management,29
psychology,28
Multivariate analysis,28
Badminton,28
Financial Statement Analysis,28
Organization theory and management,28
Introduction to the company,27
Leisure agriculture,27
Geographic information system,27
service quality,27
Service quality management,27
Risk Management,27
Baking,27
mathematics,27
Applied Statistics,27
Civil law,26
Electronic enterprise,26
Mobile business,26
Food nutrition,26
international firms,26
Program language,26
Management psychology,26
Leader and tour guide practice,26
Meal travel,26
General management,25
Corporate finance,25
Japanese,25
Leisure management,25
Service marketing,25
Banquet management,25
Health promotion,25
Business intelligence,25
Retail management,25
Network security,25
Marketing strategy,24
Service science,24
Billiard,24
Financial finance,24
Computer software application,24
experimental design,24
Web Design,24
Medical information,24
Public health,23
cost accounting,23
Marketing plan,23
Financial market,23
Run planning,23
Exercise physiology,23
Industrial Engineering and Management,22
track and field,22
Healthy fitness,22
menu design,22
Data structure,22
Network management,22
Internet application,22
Leading tour guide practice,22
Cultural sightseeing,21
Epidemiology,21
Exotic cuisine,21
Creative cuisine,21
Dining English,21
multi-media design,20
Long-term care,20
Computer network,20
Cloud computing,20
Food Culture,20
Information system,20
Management mathematics,20
Tourism and tourism management,20
Sightseeing geography,20
Sightseeing English,20
Work research,19
Decentralized system,19
Production schedule,19
Decision science,19
financial analysis,19
Health management,19
Economic Analysis,19
Database management system,19
Machine learning,19
Environmental education,19
Chinese dim sum,18
public relationship,18
Japanese cuisine,18
organism count,18
Aerobic dance,18
Travel industry management,18
Finance,18
Golf,18
Strategic marketing,18
Medical information management,18
ERP,17
Human resource development,17
Interpersonal relationship,17
Leisure recreation,17
Total quality management,17
Multimedia application,17
food processing,17
Hotel management,17
Chinese,17
Facility planning,17
Sports sightseeing,17
Computer drawing,17
Fuzzy theory,17
Hospitality Human Resource Management,17
Physical fitness,17
Sightseeing English,17
Chinese pasta,16
Chinese food,16
market survey,16
Community building,16
Performance management,16
Hospital management,16
go sightseeing,16
Optical optics,16
Biological information,15
West Point Baking,15
golf,15
International finance,15
international trade,15
Education Training,15
Industrial Economy,15
Urban plan,15
Sports and leisure management,15
Sports management,15
Guide commentary,15
Tourism Administration and Regulations,15
Chinese cooking,14
Traffic Engineering,14
Business management,14
Leisure management,14
multimedia,14
Inventory management,14
Internet of Things,14
Store service,14
Smart transportation system,14
Accounting information system,14
economic,14
Information system management,14
Sports psychology,14
Sports marketing,14
Transportation management,14
Advertising,14
Bartending,14
Meal service technology,14
Dining information system,14
Sightseeing and leisure,14
Interpersonal relationship and communication,13
Engineering economy,13
Corporate policy,13
Multi-criteria decision,13
Cost and management accounting,13
football,13
Quality engineering,13
Derivative financial products,13
Econometric,13
Principle of food preparation,13
Baked goods,13
air freight,13
Navigation,13
Financial analysis,13
Business suit software,13
Commercial software application,13
Business negotiations,13
International human resource management,13
International marketing management,13
expert system,13
Wireless network,13
ANALYSE information,13
Database system and data security,13
Information engineering,13
Information security management,13
Information hiding,13
