Var1,Freq
Communication theory,39
photography,25
culture Research,24
Visual communication design,19
Computer drawing,18
Image processing,18
director,18
Political communication,17
Research methods,17
Communication technology,17
public relationship,16
screenwriter,15
news interview,13
Digital learning,13
Media reading,12
Visual communication,12
Information literacy,12
advertising,12
Marketing management,11
Documentary production,11
Consumer Behavior,11
Communication research method,11
mass media,10
News professional skills,10
Journalism,10
Information management,10
E-commerce,10
Web Design,10
video making,10
Programming,9
news,9
News interview writing,9
Movie history,9
Film theory,9
Film Production,9
Internet communication,9
Script writing,9
Clip,8
Communication policy,8
Communication technology and social change,8
Telecommunications,8
management,8
Digital marketing,8
Digital image processing,8
Integrated marketing communication,8
Customer behavior,8
Intercultural communication,7
Marketing,7
Health communication,7
International communication,7
Media criticism,7
Media literacy,7
news creating,7
TV,7
Television production,7
Advertising plan,7
Advertising,7
human resource Management,6
Mass communication,6
multi-media design,6
Multimedia application,6
Color management,6
Chromatics,6
Social marketing,6
sociology,6
Scientific communication,6
Reporting photography,6
Media practice,6
News compilation,6
news photography,6
TV news production,6
Film aesthetics,6
3D animation,5
3D computer animation,5
Cultural and creative industries,5
Graphic design,5
Multimedia system,5
Gender study,5
Art creation,5
International relations,5
Media analysis,5
Media marketing,5
Media management,5
Communication management,5
new media,5
New media research,5
News English,5
News ethics,5
Data exploration,5
TV production,5
Computer animation,5
Internet marketing,5
broadcast,5
Digital publishing,5
Digital collection,5
Reader study,5
Package Design,4
Poll,4
print,4
multimedia,4
Performance,4
Nonlinear editing,4
Brand marketing,4
politics,4
Documentary,4
Animation,4
Interview writing,4
Semiotics,4
Organizational communication,4
statistics,4
design,4
Media public relations,4
Media management,4
History of communication,4
Dissemination of political economy,4
New communication technology,4
News interview and writing,4
News theory,4
Journalism and Communication,4
Program planning,4
program production,4
economics,4
Information security,4
Television photography,4
Computer typesetting,4
Computer vision,4
Computer graphics and animation,4
the film,4
Film and television production,4
Graphic recognition,4
Advertising research,4
Radio and television production,4
Image clip,4
Digital content,4
Digital photography,4
Artistic creation,4
Photography,4
Artificial intelligence,3
Portrait photography,3
Interpersonal communication,3
Interpersonal communication,3
industrial design,3
Public policy,3
Public journalism,3
Public relations,3
Public relations plan,3
psychology,3
Printing medium,3
Print media - management and management,3
Crisis communication,3
Vector drawing,3
Multimedia education system,3
Marketing strategy,3
Marketing,3
Speech analysis,3
Social media,3
Performance art,3
political economy,3
Activity planning,3
