Var1,Freq
現代文學,93
文字學,66
古典小說,62
中國文學,61
經學,61
台灣文學,53
民間文學,51
宋明理學,47
語言學,47
中國思想史,46
文學理論,45
聲韻學,42
訓詁學,41
古典文學,38
美學,30
臺灣史,30
中國文學史,29
華語文教學,29
文學批評,28
書法,28
詩經,28
古典詩詞,27
史記,27
臺灣文學,27
佛學,26
兒童文學,25
現代小說,25
中國哲學,24
古文字學,23
台灣史,23
四書,22
華語教學,22
現代散文,21
現代詩,21
詞學,20
文學,19
知識論,19
倫理學,19
中國哲學史,18
文獻學,18
古典戲曲,18
政治哲學,18
應用文,18
中國上古史,17
中國文學小說,17
中國文學批評,17
中國思想,17
中國現代史,17
文化研究,17
俗文學,17
國文教學,17
中國古典小說,16
左傳,16
修辭學,16
中國中古史,15
清史,15
經學史,15
詩學,15
比較文學,14
古典散文,14
先秦諸子,14
隋唐史,14
語言哲學,14
儒學,14
心靈哲學,13
文化史,13
文學史,13
宋史,13
易經,13
楚辭,13
女性文學,12
中國史學史,12
中國哲學派別與學說,12
古典詩,12
社會語言學,12
國文,12
敦煌學,12
中國近代史,11
中國語文學,11
文學理論與批評,11
周易,11
明清文學,11
秦漢史,11
道家思想,11
漢語語法,11
儒家哲學,11
魏晉玄學,11
邏輯,11
中國文學詩,10
文化創意產業,10
文化資產,10
古典詩學,10
明史,10
唐代文學,10
荀子,10
莊子,10
圖書資訊學,10
藝術史,10
中國近現代史,9
中國現當代文學,9
六朝文學,9
文心雕龍,9
古典詩歌,9
先秦儒學,9
老子,9
行銷管理,9
佛教文學,9
宗教哲學,9
尚書,9
知識管理,9
博物館學,9
詮釋學,9
漢語語言學,9
語音學,9
魏晉南北朝史,9
中國文字學,8
中國古典文學,8
中國經學史,8
中國詩學,8
中國藝術史,8
史學史,8
目錄版本學,8
目錄學,8
哲學,8
神話,8
神話學,8
現代文學小說,8
現象學,8
漢語音韻學,8
儒家思想,8
魏晉文學,8
中國通史,7
文化人類學,7
文學創作,7
台語文學,7
台灣文學史,7
史學理論,7
民俗學,7
老莊哲學,7
西洋史學史,7
作文教學,7
希臘哲學,7
形上學,7
性別研究,7
明清史,7
思想史,7
春秋學,7
科學哲學,7
紅樓夢,7
英國史,7
書法美學,7
康德哲學,7
資訊行為,7
語文教學,7
應用倫理學,7
戲曲,7
禮記,7
口述歷史,6
子學與學術思想史,6
小說,6
中國文學俗文學,6
中國文學散文,6
中國文學戲劇,6
中國文獻學,6
中國古典戲曲,6
中國語文,6
日本史,6
古文字,6
甲骨文,6
先秦史,6
先秦思想,6
易學,6
社區營造,6
報導文學,6
詞,6
詞彙學,6
漢語方言學,6
漢語詞彙學,6
漢語語法學,6
語法學,6
歷史教育,6
戲劇,6
禮學,6
邏輯哲學,6
人力資源管理,5
三禮,5
女性主義,5
中國文學詞,5
中國佛學,5
中國神話,5
日治時期臺灣史,5
世說新語,5
出土文獻,5
田野調查,5
甲骨學,5
老莊,5
西洋中古史,5
西洋文學理論,5
佛教哲學,5
宋代文學,5
宋詞,5
宗教史,5
明代文學,5
明清小說,5
社會史,5
春秋三傳,5
研究方法,5
科技史,5
美國史,5
倫理學與道德哲學,5
原住民文學,5
唐詩,5
書法史,5
專業倫理,5
清代文學,5
清代學術史,5
通俗文學,5
散文,5
華人社會與文化,5
新詩,5
詩詞,5
資訊組織,5
資訊檢索,5
道家哲學,5
圖書文獻學,5
圖書館管理,5
臺灣古典文學,5
語言與文化,5
閩南語,5
數位學習,5
歐洲近代史,5
歷代文選,5
歷史地理,5
歷史語言學,5
遼金元史,5
辭賦學,5
讀者服務,5
人生哲學,4
小說創作,4
中日關係史,4
中國古典詩,4
中國古典詩學,4
中國近代思想史,4
中國美學,4
中國哲學通論,4
中國婦女史,4
中國經濟史,4
中國戲曲,4
文學評論,4
文學傳播,4
文學概論,4
文藝美學,4
日本漢學,4
比較哲學,4
世界史,4
古代漢語,4
古典詩文,4
台灣古典文學,4
史學方法,4
先秦哲學,4
先秦學術思想史,4
西洋史,4
西洋藝術史,4
宋詩,4
明清社會文化史,4
明清學術思想,4
東南亞史,4
法律哲學,4
版本學,4
客家文學,4
思想,4
政治史,4
春秋,4
美洲史,4
英語教學,4
音韻學,4
倫理學通論,4
唐宋古文,4
旅行文學,4
書法理論,4
書法創作,4
書法學,4
國文教材教法,4
國文教學研究,4
國語語音學,4
敘事學,4
教育哲學,4
理學,4
莊子思想,4
敦煌吐魯番學,4
視覺傳達設計,4
隋唐文學,4
傳統戲曲,4
新聞寫作,4
當代戲曲,4
詩,4
詩詞吟唱,4
詩經學,4
資訊素養,4
電子商務,4
漢字教學,4
漢語聲韻學,4
臺灣文學史,4
語用學,4
數位圖書館,4
篆刻,4
編輯實務,4
論語,4
儒道思想,4
韓非子,4
辭賦,4
攝影,4
人類學,3
三國學,3
大陸現當代文學,3
大陸當代文學,3
子學,3
小學,3
工業設計,3
中國文學曲,3
中國文學理論,3
中國古典文學理論,3
中國史,3
中國外交史,3
中國社會文化史,3
中國政治制度史,3
中國哲學史專題研究,3
中國哲學斷代史,3
中國語文知識應用,3
中國學術史,3
文化地理,3
文化行政,3
文化創意,3
文字演變,3
文法與修辭,3
文法學,3
文章學,3
文學欣賞,3
文學與電影,3
文藝理論,3
世界現代史,3
世界通史,3
主題分析,3
出版史,3
出版學,3
古典文學理論,3
古漢語語法,3
古籍數位化,3
句法學,3
台灣文化史,3
台灣民俗,3
台灣民俗與文化,3
台灣現當代文學,3
史傳文學,3
史學,3
史學與方法論,3
外交史,3
尼采哲學,3
平面設計,3
本國語文,3
生死學,3
生命教育,3
先秦道家哲學,3
先秦諸子學,3
