Var1,Freq
財務會計,300
財務管理,263
投資學,195
國際金融,158
會計學,154
經濟學,143
公司治理,136
管理會計,129
公司理財,123
行銷管理,119
風險管理,106
統計學,96
審計學,92
財務報表分析,90
金融市場,85
會計,78
個體經濟學,75
財務工程,72
國際企業管理,72
管理學,72
人力資源管理,70
總體經濟學,68
成本會計,67
稅務法規,67
企業管理,66
國際財務管理,64
審計,61
電子商務,59
計量經濟學,58
國際貿易,57
衍生性金融商品,56
貨幣銀行學,53
策略管理,53
稅務會計,52
會計資訊系統,52
產業經濟學,50
金融機構管理,47
消費者行為,47
財政學,46
總體經濟,46
產業經濟,44
國際經濟學,43
民法,42
財報分析,42
保險學,40
國際行銷,40
統計,39
微積分,39
市場微結構,38
財務,37
商事法,37
組織行為,37
財務金融,35
公共經濟學,34
多變量分析,33
成本與管理會計,33
計量經濟,33
財務計量,33
國際貿易實務,32
產業組織,32
勞動經濟學,32
企業資源規劃,31
商用英文,31
行為財務學,30
行銷,29
行銷學,29
期貨與選擇權,29
英語教學,28
管理,28
國貿實務,27
作業研究,26
國際企業,26
國際經濟,26
供應鏈管理,25
經濟發展,25
賽局理論,25
公司法,24
行銷研究,24
投資管理,24
研究方法,24
產業分析,24
財務經濟,23
績效評估,23
企業評價,22
行為財務,22
資訊管理,22
生物統計,21
政府會計,21
個體經濟,21
稅法,21
中級會計學,20
財務分析,20
統計分析,20
數量方法,20
時間序列分析,19
財務風險管理,19
專案管理,19
經濟分析,19
應用計量經濟學,19
中級會計,18
租稅法規,18
網路行銷,18
企業社會責任,17
知識管理,17
社會保險,17
租稅法,17
財務經濟學,17
內部控制,16
公司財務,16
保險法,16
盈餘管理,16
理財規劃,16
策略行銷,16
資料探勘,16
資產定價,16
應用個體經濟學,16
人壽保險,15
固定收益證券,15
金融法規,15
金融風險管理,15
保險,15
保險精算,15
財務數學,15
國際財管,15
經濟成長,15
銀行實務,15
企業倫理,14
存活分析,14
投資理財,14
保險財務,14
時間序列,14
財管,14
迴歸分析,14
健康經濟學,14
國際行銷管理,14
國際投資,14
統計計算,14
貨幣銀行,14
程式設計,14
資本市場研究,14
電腦審計,14
實驗經濟學,14
管理科學,14
管理資訊系統,14
應用計量經濟,14
日文,13
可靠度分析,13
服務行銷,13
科技管理,13
租稅規劃,13
國際貿易理論與政策,13
基金管理,13
應用計量,13
環境經濟學,13
證券投資,13
市場調查,12
金融市場與機構,12
金融機構,12
英文,12
計算機概論,12
貨幣經濟學,12
資本市場,12
銀行會計,12
數理統計,12
數學,12
證券市場,12
人力資源,11
人事管理,11
不動產金融,11
投資,11
初級會計學,11
政治經濟學,11
統計方法,11
創新管理,11
勞動經濟,11
稅務規劃,11
經濟,11
實驗設計,11
精算,11
應用統計,11
證券分析,11
證券交易法,11
工業統計,10
行政法,10
決策科學,10
金融,10
金融行銷,10
保險事業及風險管理,10
計量與統計方法通論,10
風險管理與保險,10
個體經濟理論,10
財產保險,10
商業會計法,10
商管類,10
國際貿易理論,10
貨幣金融,10
貨幣理論與政策,10
資產證券化,10
農業經濟,10
電腦稽核,10
證券投資分析,10
不動產投資,9
不動產管理,9
公共經濟,9
地方財政,9
成本及管理會計,9
投資組合管理,9
投資銀行,9
初級會計,9
保險實務,9
英語會話,9
個人理財,9
租稅理論,9
財富管理,9
高級會計學,9
區域經濟學,9
國際人力資源管理,9
統計推論,9
債券市場,9
經營管理,9
憲法,9
顧客關係管理,9
內部稽核,8
企管,8
全球運籌管理,8
服務業管理,8
保險經濟,8
品質管理,8
時間數列分析,8
國際金融市場,8
國際金融與匯兌,8
國際租稅,8
國際會計,8
組織理論,8
組織管理,8
創業管理,8
智慧資本,8
稅務,8
會計審計法規,8
經濟數學,8
經濟學概論與教學,8
資訊經濟學,8
精算數學,8
銀行及金融服務業管理,8
審計品質,8
機器學習,8
顧客行為,8
一般管理,7
人身保險,7
公共選擇,7
民法概要,7
企業風險管理,7
全球行銷,7
共同基金,7
成管會,7
行為會計,7
行銷策略,7
作業管理,7
貝氏分析,7
兩岸經貿,7
抽樣調查,7
服務業行銷,7
法學緒論,7
品質管制,7
財務理論,7
高等會計學,7
商業套裝軟體,7
國際關係,7
統計諮詢,7
貨銀,7
會計教育,7
