Var1,Freq
Internal Science,185
Department of Internal and External care,141
Long-Term Care,120
Nursing Administration,117
Molecular biology,103
Department of Internal and external nursing,85
Physiology,81
Epidemiology,79
Family medicine,79
Emergency medicine,77
Severe medicine,75
Biochemistry,69
Health Promotion,67
General Surgery,63
Acute severe care,62
Pharmacology,62
Nursing Education,62
Nursing care for the elderly,56
Cell Biology,56
Community Care,54
Psychiatric care,54
Immunology,50
Microbiology,50
Women's Health,49
Nursing Science,48
Basic Nursing Science,47
Clinical Pharmacy,47
Pediatric Care,45
Public health,42
General Internal Medicine,41
Pathology,40
Nursing,40
Peace therapy,39
Rehabilitation medicine,39
Cancer Care,39
Preventive medicine,39
Biological mechanics,38
Neurological Sciences,38
Sports medicine,38
Pediatric Nursing Science,37
Kidney Science,37
Nutrition,37
Biological statistics,35
Pediatric Science,34
Intensive Care,34
Qualitative study of,34
Clinical Nutrition,34
Medical Engineering,34
Geriatric medicine,33
Thoracic medicine,33
Anatomy,33
Body Assessment,32
Anesthesia Science,32
Community Health Care,31
Food Chemistry,31
Psychiatric medicine,31
Biological technology,30
Adult Care,30
Histological,30
Cardiovascular medicine,29
Nursing Research,29
Thoracic studies,28
Physical Therapy of Orthopaedics,28
Kidney Department,28
Department of Psychiatry Nursing Science,28
Diabetes,28
Clinical,28
Pharmaceutical Chemistry,28
Nursing information,28
Internal medicine,27
Medical raw Materials,27
Community Medicine,27
Obstetric care,27
Obstetrics Nursing Science,27
General Orthopedic,26
Blood Science,26
Cerebral vascular disease,26
Molecular biology,25
Foreign science,25
Aromatic therapy,25
Infectious disease,25
Instrument analysis,25
Clinical Nursing,25
Medical,25
Nursing Administration,25
Chemistry of natural matter,24
Cardiac medicine,24
Physical Therapy,24
Neurological surgery,24
Basic medicine,24
Tumor Biology,24
Occupational medicine,24
Pharmaceutical,24
Lung cancer,23
Thoracic surgery,23
Obstetrics and Gynecology Science,23
Health education,23
Overall styling,23
Medical examination,23
"Ear, nose and throat science",22
Breast surgery,22
Respiratory therapy,22
Toxicology,22
Virology,22
Cycle Science,22
Periodontal Pathology,21
Dementia,21
Food processing,21
Nuclear medicine,21
Thoracic medicine,21
Gynecological tumors,21
Empirical medicine,21
Cardiology,20
Neuro-Physical Therapy,20
Nerve anatomy,20
Hypertension,20
Obstetric,20
Tissue Engineering,20
Neonatal Department,20
Nutrition Biochemistry,20
Oral Pathology,19
Pediatrics,19
Biological statistics,19
"Ear, Nose and throat division",19
Positive Nursing,19
Sleep Medicine,19
Medical Physics,19
Arrhythmia,18
Organic chemistry,18
Geriatric medicine,18
Digestive Science,18
Spine Surgery,18
Sports injuries,18
Plastic Surgery,18
Oral and Maxillofacial Surgery,17
TCM Nursing,17
Endocrine Science,17
Chemical,17
Nursing for the elderly,17
Administration,17
Department of Digestive Medicine,17
Gynecologic,17
Medical Management,17
General Pediatrics,16
General Psychiatric Medicine,16
Oral diagnostics,16
Cosmetic modulation,16
Cardiac surgery,16
Dental Materials Science,16
Adult Nursing,16
Disaster medicine,16
Community Health and nursing science,16
Quality,16
Department of Emergency Medicine,16
English teaching,16
Asthma,16
Ophthalmic,16
Ophthalmic Science,16
Microbiology and Immunology,16
Oncology,16
Management,16
Orthodontic study of tooth and jaw,16
Sanitation,16
Pharmacy,16
Optical testing,16
General Neurology,15
General Anesthesia,15
Biology,15
Pharmacognosy,15
Marketing Management,15
Digestive Surgery,15
Neurological rehabilitation,15
With mirror,15
Health policy,15
Cancer biology,15
Clinical Biochemistry,15
Drug analysis,15
General internal Science,14
Human cause engineering,14
