Var1,Freq
modern literature,93
literature,66
Classical novel,62
Chinese literature,61
Study,61
Taiwanese literature,53
Folk literature,51
Song and Ming dynasty,47
linguistics,47
History of Chinese thought,46
Literary theory,45
Phonology,42
Exegesis,41
Classics,38
aesthetics,30
Taiwan history,30
History of Chinese literature,29
Chinese teaching,29
Literary criticism,28
calligraphy,28
Book of Songs,28
Classical poetry,27
Historical record,27
Taiwanese literature,27
Buddhism,26
Children's literature,25
Modern novel,25
Chinese Philosophy,24
Ancient philology,23
Taiwan history,23
Four books,22
Chinese teaching,22
Modern prose,21
Modern poetry,21
Cisology,20
literature,19
Epistemology,19
Ethics,19
History of Chinese philosophy,18
Philology,18
Classical drama,18
Political philosophy,18
Application,18
Chinese ancient history,17
Chinese literature novels,17
Chinese literary criticism,17
Chinese thought,17
Modern history of China,17
culture Research,17
Popular literature,17
Chinese teaching,17
Chinese classical novel,16
Zuo Zhuan,16
Rhetoric,16
Chinese medieval history,15
Qing history,15
History of classics,15
Poetics,15
Comparative literature,14
Classical prose,14
Pre-Qin,14
Sui and Tang Dynasties,14
Philosophy of language,14
Confucianism,14
Philosophy of mind,13
Cultural history,13
Literary History,13
Song history,13
Yijing,13
Chu Ci,13
Female literature,12
History of Chinese history,12
Chinese philosophical factions and doctrines,12
Classical poetry,12
Sociolinguistics,12
Chinese,12
Dunhuang Studies,12
Modern Chinese History,11
Chinese literature,11
Literary theory and criticism,11
Zhou Yi,11
Ming and Qing literature,11
Qin Han History,11
Taoist thought,11
Chinese grammar,11
Confucian philosophy,11
Wei and Jin Metaphysics,11
logic,11
Chinese literature poetry,10
Cultural and creative industries,10
Cultural assets,10
Classical poetics,10
Ming history,10
Tang Dynasty literature,10
Scorpion,10
Zhuangzi,10
Book information science,10
Art History,10
China's modern history,9
Chinese modern and contemporary literature,9
Six dynasty literature,9
Wen Xin Diao Long,9
Classical poetry,9
Preq Qin Confucianism,9
Laozi,9
Marketing management,9
Buddhist literature,9
Religious philosophy,9
Shang Shu,9
Knowledge management,9
museology,9
Hermeneutics,9
Chinese linguistics,9
Phonetics,9
Wei Jin Southern and Northern Dynasties,9
Chinese philology,8
Chinese classical literature,8
Chinese history of classics,8
Chinese poetics,8
Chinese art history,8
History of history,8
Directory version,8
Bibliography,8
philosophy,8
myth,8
Mythology,8
Modern literary novel,8
Phenomenology,8
Chinese phonology,8
Confucianism,8
Wei Jin literature,8
General history of China,7
Cultural anthropology,7
Creative writing,7
Taiwanese literature,7
History of Taiwanese literature,7
Historical theory,7
folklore,7
Lao Zhuang philosophy,7
History of Western History,7
Composition teaching,7
Greek philosophy,7
Metaphysics,7
Gender study,7
Ming and Qing history,7
History of Thought,7
Spring and Autumn Studies,7
Philosophy of science,7
Dream of the Red Chamber,7
British history,7
Calligraphy aesthetics,7
Kant philosophy,7
Information behavior,7
Chinese teaching,7
Applied ethics,7
drama,7
Book of Rites,7
Oral history,6
Sub-study and the history of academic thought,6
Fiction,6
Chinese literature and popular literature,6
Chinese literature prose,6
Chinese literature and drama,6
Chinese philology,6
Chinese classical opera,6
Chinese language,6
Japanese history,6
ancient script,6
Oracle,6
Pre-Qin History,6
Pre-Qin Thought,6
Easy to learn,6
Community building,6
Reportage literature,6
word,6
Lexicology,6
Chinese dialectology,6
Chinese lexicology,6
Chinese grammar,6
Grammar,6
Historical education,6
drama,6
Etiquette,6
Logic philosophy,6
human resource Management,5
Three gifts,5
Feminism,5
Chinese literature,5
Chinese Buddhism,5
Chinese myth,5
Taiwan history during the Japanese occupation,5
New language,5
Unearthed literature,5
Field investigation,5
Oracle,5
Lao Zhuang,5
Western medieval history,5
Western literature theory,5
Buddhist philosophy,5
Song Dynasty literature,5
Song Ci,5
Religious history,5
Ming Dynasty literature,5
Ming and Qing novels,5
Social history,5
Spring and Autumn Three Passage,5
Research methods,5
History of technology,5
American history,5
Ethics and moral philosophy,5
Aboriginal literature,5
Tang poetry,5
History of calligraphy,5
Professional ethics,5
Qing Dynasty literature,5
Academic history of the Qing Dynasty,5
Popular literature,5
prose,5
Chinese society and culture,5
New poetry,5
Poetry,5
Information organization,5
Information retrieval,5
Taoist philosophy,5
Book literature,5
Library management,5
Taiwan Classical Literature,5
Language and culture,5
Minnan Language,5
Digital learning,5
Modern history of Europe,5
Selected works of the past,5
Historical geography,5
Historical linguistics,5
Liao Jinyuan History,5
Ci Fuxue,5
Reader service,5
Philosophy of life,4
Novel creation,4
History of Sino-Japanese relations,4
Chinese classical poetry,4
Chinese classical poetics,4
History of modern Chinese thought,4
Chinese aesthetics,4
General Theory of Chinese Philosophy,4
Chinese women's history,4
Chinese economic history,4
Chinese opera,4
Literary review,4
Literary communication,4
Introduction to literature,4
Literary aesthetics,4
Japanese Sinology,4
Comparative philosophy,4
world history,4
ancient Chinese,4
Classical poetry,4
Taiwan Classical Literature,4
Historical method,4
Pre-Qin philosophy,4
Pre-Qin academic thought history,4
Western history,4
Western art history,4
Song poetry,4
Ming and Qing Dynasties,4
Academic thought in the Ming and Qing,4
Southeast Asian history,4
Legal philosophy,4
Version,4
Hakka literature,4
thought,4
Political history,4
Spring and autumn,4
American history,4
Teaching English,4
Phonology,4
General theory of ethics,4
Tang and Song Dynasties,4
Travel literature,4
Calligraphy theory,4
Calligraphy creation,4
Calligraphy,4
Chinese textbook teaching method,4
Chinese teaching research,4
Mandarin phonetics,4
Narrative,4
Educational philosophy,4
Science,4
Zhuangzi Thought,4
Dunhuang Turfan,4
Visual communication design,4
Sui and Tang literature,4
Traditional opera,4
news creating,4
Contemporary drama,4
poetry,4
Poetry,4
The Book of Songs,4
Information literacy,4
E-commerce,4
Chinese character teaching,4
Chinese phonology,4
History of Taiwanese literature,4
Pragmatics,4
Digital library,4
Engraving,4
Editorial practice,4
Analects,4
Confucianism and Taoism,4
Han Fei,4
Cifu,4
photography,4
anthropology,3
Three Kingdoms,3
Mainland modern and contemporary literature,3
Contemporary literature in mainland China,3
Child learning,3
primary school,3
industrial design,3
Chinese literature,3
Chinese literary theory,3
Chinese classical literature theory,3
Chinese history,3
Chinese diplomatic history,3
Chinese social and cultural history,3
History of Chinese political system,3
A special study on the history of Chinese philosophy,3
Chinese philosophy history,3
Chinese language knowledge application,3
Chinese academic history,3
Cultural geography,3
Cultural administration,3
curtural innovation,3
Text evolution,3
Grammar and rhetoric,3
Grammar,3
Article study,3
Literature appreciation,3
Literature and film,3
Literary theory,3
Modern history of the world,3
World history,3
Subject analysis,3
Publication history,3
Publishing,3
Classical literary theory,3
Ancient Chinese grammar,3
Digitalization of ancient books,3
Syntax,3
Taiwanese cultural history,3
Taiwanese folklore,3
Taiwan Folklore and Culture,3
Taiwan Modern and Contemporary Literature,3
Historical literature,3
Historiography,3
Historiography and methodology,3
Diplomatic history,3
Nietzsche philosophy,3
Graphic design,3
National language,3
Life and death,3
Life education,3
Pre-Qin Taoist philosophy,3
Pre-Qin School,3
Pre-Qin Confucianism,3
multimedia,3
Lao Zhuang thought,3
Western ancient history,3
Western modern history,3
History of the Song Dynasty,3
Social history of the Song Dynasty,3
Critical theory,3
History of academic thoughts in the Han Dynasty,3
Religious literature,3
French,3
Legal history,3
Legalist philosophy,3
Social economic history,3
interior design,3
Performance art,3
Modern literature,3
Architectural history,3
Philosophy of Science and Methodology,3
Red school,3
Aesthetic research,3
Aesthetics and philosophy of art,3
British modern history,3
Tang and Song,3
Proofreading,3
Marine history,3
Jewelry Design,3
Regional literature,3
Reference service,3
National language teaching,3
Women's literature,3
education,3
Teaching grammar,3
Sanskrit,3
Qing Dynasty academic,3
Modern literary theory,3
Modern drama,3
Second language acquisition,3
Organizational behavior,3
design,3
Tao Xie Shi,3
Creative thinking,3
fable,3
Prose creation,3
Sanqu,3
Chinese language teaching materials,3
Chinese grammar,3
Visual culture research,3
Song selection and work,3
The history of the Sui and Tang Dynasties,3
Communication,3
New media research,3
Contemporary French philosophy,3
Classical hermeneutics,3
Information management,3
Han Dynasty Historiography,3
Taiwan regional history,3
Cognitive linguistics,3
Writing teaching,3
Film history,3
German history,3
German conception,3
Digital collection,3
Yuefu poem,3
European philosophy,3
Editing,3
Fu Xue,3
Confucianism,3
Academic history,3
Academic communication,3
Postwar Taiwan novels,3
history,3
Historical grammar,3
History,3
Collection development,3
File management,3
Environmental history,3
Han Liuwen,3
Simple learning,3
Wei Jin Southern and Northern Dynasties Literature,3
Artistic philosophy,3
Artistic theory,3
19th century German painting,2
Human geography,2
Human-Computer Interaction,2
human rights,2
British and French history from the eleventh to the thirteenth centuries,2
Thirteenth century British politics,2
Three religions,2
Oral literature,2
Shilin philosophy,2
Big one national language,2
Mahayana Buddhism,2
Mass communication,2
General knowledge,2
Novel research,2
Chinese writing,2
Chinese and Japanese comparative literature,2
Chinese and Western art history,2
Central Asia and North Asia History,2
History of Sino-British Relations,2
Chinese cultural history,2
History of Chinese literary criticism,2
Chinese literature,2
General Theory of Chinese Literature,2
Ancient Chinese social history,2
Chinese classical prose,2
Chinese classical poetry,2
Chinese bibliography,2
Chinese Buddhist History,2
Chinese social history,2
China's nearly three hundred years of academic history,2
History of Chinese calligraphy,2
Chinese calligraphy and painting history,2
Chinese calligraphy and painting theory,2
Chinese modern literature,2
Chinese modern and contemporary novels,2
Chinese traditional novel,2
History of Chinese economic thought,2
Chinese language ability expression,2
History of Chinese academic thought,2
Chinese drama,2
Chinese phonology,2
Chinese etiquette history,2
Chinese logic,2
Six dynasty literature,2
Six dynasties,2
Six Dynasty poetry,2
Minority literature,2
Psycholinguology,2
psychology,2
Support administrative work,2
Cultural policy,2
Cultural philosophy,2
Culture Industry,2
Introduction to Cultural Industry,2
Cultural and creative marketing,2
Cultural and creative industry analysis and diagnosis,2
Cultural sightseeing,2
Document processing,2
Wenchuang product design,2
Literary history theory,2
Literary criticism theory,2
Literary criticism and aesthetics,2
Literary sociology,2
Literary theory and literary criticism,2
Stylistics,2
Fang Zhixue,2
Dialectology,2
Japanese Chinese Literature,2
Taiwan history during the Japanese occupation,2
Taiwan's social and cultural history during the Japanese occupation,2
Modern history of the world,2
World Heritage,2
Publishing editorial,2
Package Design,2
Ancient,2
Classical literary criticism,2
Classical poetry,2
Taiwan's modern history,2
Taiwan's modern history,2
Taiwanese proverbs,2
Taiwan art history,2
Taiwanese traditional drama,2
Taiwanese language,2
Taiwan Language Research and Teaching,2
Taiwanese opera,2
Historiography methods and theories,2
General history,2
Siku,2
Plane image processing,2
Early academic,2
Ethnic history,2
Folk religion,2
Folk legend,2
Philosophy of life,2
Traffic history,2
Pre-Qin Master Philosophy,2
Pre-Qin and Han Dynasties,2
Pre-Qin prose,2
Pre-Qin Taoist,2
Pre-Qin Taoist Thought,2
Pre-Qin Confucian philosophy,2
Indian Buddhism,2
Geographic information system,2
multi-media design,2
Multimedia production,2
Qu Xue,2
archeology,2
archeology,2
Natural philosophy,2
Natural writing,2
Chromatics,2
Philosophy of action,2
Marketing plan,2
Western literary theory,2
Western modern thought,2
Western modern philosophy,2
Western modern history,2
History of Western Philosophy,2
Buddhism,2
Buddhist thought,2
Buddhist art,2
art of war,2
Song Yuanshi,2
Poetics in the Song Dynasty,2
Academic Thoughts in the Song Dynasty,2
"Song, Liao, Jin Yuanshi",2
Greek history,2
Formal logic,2
Li Shangyin,2
Children's philosophy,2
Two Han thoughts,2
Two Han Philosophy,2
Mencius,2
Latin,2
Ming Dynasty novel,2
Ming Dynasty poetics,2
Ming and Qing essays,2
Yijing philosophy,2
Service management,2
East-west traffic history,2
History of cultural exchanges in East Asia,2
East Asian International Relations Studies,2
Martial arts novel,2
History of the French Revolution,2
French history,2
Overall community building,2
Social philosophy,2
sociology,2
History of Sino-Japanese Relations in Modern Times,2
Modern literature,2
Jin Shixue,2
Metalworking,2
Nonlinear video clip,2
Russian history,2
Hakka research,2
Guest grammar,2
politics,2
Pop music,2
History of science,2
American diplomatic history,2
Southern history,2
American Chinese History,2
Husserl philosophy,2
Econometric,2
Computing linguistics,2
Computer network,2
Individual economics,2
Natives' culture,2
Philosophical consultation,2
Tang and Five Dynasties,2
Tang and Song poetry,2
Tang and Song poetry,2
Tang and Song poetry,2
The Art of War,2
School dropout,2
Heidegger philosophy,2
Consumer Behavior,2
sketch,2
Financial Management,2
Advanced management,2
Regional comparative study,2
Regional research,2
Regional Planning,2
Reference resource,2
Commercial space design,2
History of enlightenment,2
National Language Teaching Materials,2
National Primary School Teaching Internship,2
National sound,2
National sound science,2
History of international relations,2
National studies,2
National Studies Guide,2
Extraterrestrial Chinese novels,2
History of Christianity,2
Women's history,2
Expert poem,2
Project management,2
Kunqu,2
Interview writing,2
Narrative literature,2
Teaching material,2
Instructional design,2
Late Qing novel,2
Late Qing literature,2
History of Thought in the Qing Dynasty,2
Qing Dynasty archives,2
History of academic thought,2
Modern literary creation,2
General theory of modern literature,2
Modernist literature,2
Modern poetics,2
modern Chinese,2
Modern Chinese linguistics,2
Modern and contemporary novels,2
