Var1,Freq
piano,120
chamber music,119
Vocal music,68
Piano performance,61
sketch,52
Composing,49
violin,46
painting,43
calligraphy,31
music,28
musical education,27
Theoretical composition,27
Cello,26
And acoustics,26
Piano teaching,26
watercolor,25
aesthetics,25
music,23
Ink,22
Music theory,22
Music theory - keyboard,22
director,22
Viola,19
Performance,19
Professional music education,19
Visual communication design,19
opera,18
Engraving,18
Ink creation,17
painting,17
art education,17
Artistic creation,17
Violin playing,16
Music basic training,16
clarinet,16
General music education,16
chorus,15
flute,15
command,15
Music history,15
Alignment method,15
Stage design,15
print,14
Art history,14
Computer music,14
Composite media,14
piano accompaniment,14
Piano works research,14
Vocal singing,14
Western music history,13
Applied music,13
Chinese art history,12
Ethnomusicology,12
Music Theory - Strings,12
sculpture,12
Drama theory,12
photography,12
Flute playing,11
Music theory - command,11
teaching,11
Lighting Design,11
Art review,11
Choir conductor,10
Chromatics,10
Music theory - vocal music,10
Music analysis,10
Artistic theory,10
Ink painting,9
Accompaniment,9
Bass tube,9
Oil painting creation,9
French number,9
Limb development,9
Guanle works research,9
Theater management,9
Introduction to Art,9
screenwriter,8
Playing music,8
Painting creation,8
Art appreciation,8
Chinese Performing Arts,7
Classical guitar,7
Musical study,7
Western art history,7
String,7
String work research,7
Art theory,7
Musical aesthetics,7
Music Theory - Wood Tube,7
Music Theory - Composition,7
Computer drawing,7
Stage technology,7
Drama,7
Piano accompaniment,7
Piano teaching,7
Piano performance and teaching,7
Strike ensemble,7
Vocal teaching,7
Saxophone,7
Oboe,7
Art administration,7
small,6
Chinese music history,6
public art,6
Accompaniment,6
Double bass,6
String ensemble,6
Performance,6
Trombone,6
Art creation,6
Music analysis,6
Music Appreciation,6
National Primary School Teaching Internship,6
rehearsal,6
Singing and dictation,6
Percussion,6
Dance creation,6
Orchestra conductor,6
Piano education,6
Piano teaching,6
Art management,6
Harpsichord,5
Chinese drama theory,5
Viola playing,5
Ink painting creation,5
Graphic design,5
Percussion,5
Western art history,5
String teaching method,5
Music therapy,5
Music Theory - Copper Tube,5
traditional Chinese painting,5
Pottery,5
Clarinet playing,5
Curation,5
Installation art,5
Wind music chamber music,5
Script creation,5
Digital art,5
Arranging,5
Glue,5
Plastic painting,5
Director,5
Piano music,5
drama,5
Drama music,5
History of drama,5
Theater performance,5
Art History,5
Erhu,4
Cello playing,4
Violin teaching,4
Violin playing and teaching,4
Taiwan art history,4
Chorus teaching,4
Bass number,4
Gender study,4
Printmaking,4
Flute teaching,4
Chamber music performance and teaching,4
Command,4
Music teaching method,4
Music class,4
Adapter method,4
design,4
museology,4
Visual culture research,4
New media art,4
modern Art,4
Opera research,4
actor,4
Orchestral conductor,4
Wind music ensemble,4
dance,4
Production,4
Digital image,4
Clarinet,4
Historical musicology,4
Keyboard and sound,4
Art song research,4
Human body sketch,3
Cello playing and teaching,3
Harpsichord,3
Violin playing and teaching,3
Chinese drama history,3
Chinese art history,3
culture Research,3
Wooden flute,3
Wood tube chamber music,3
World music,3
Guzheng,3
song,3
Western art history,3
Western drama history,3
Western drama theory,3
Bass cello,3
Improvisation,3
Fashion Design,3
Oriental painting creation,3
Social music education,3
Flute teaching,3
Flute music discussion and interpretation analysis,3
Nan Guan Le,3
Chamber music teaching,3
Chamber music,3
Command law,3
Art administration,3
Sound design,3
Music psychology,3
Music theory - hitting,3
Music creation,3
Music performance,3
History of calligraphy,3
Calligraphy creation,3
painting and calligraphy,3
Painting and calligraphy creation,3
Dubbing,3
Contact improvisation,3
Modern music,3
Modern dance,3
Modern art history,3
Teaching,3
Ceramic art creation,3
creation,3
Creative drama,3
lute,3
visual design,3
Introduction to traditional music,3
shape,3
Contemporary art trend,3
Movie Soundtrack,3
Playing,3
Orchestral ensemble,3
Orchestral work,3
Pipe organ,3
Tube method,3
Guan Wei,3
Web Design,3
Taiwanese drama,3
stage performance,3
Stage technology,3
Language rhyme,3
Script analysis,3
Theater technology,3
Theater practice,3
Image performance,3
German language rhyme,3
Orchestra training,3
recording,3
Sculpture creation,3
Jazz music,3
jazz,3
Score spectrum,3
Sound training,3
Vocal chamber music,3
Vocal teaching,3
Keyboard music,3
Saxophone,3
Oboe playing,3
Painting repair,3
art,3
Art psychology,3
Methodology of art history,3
Art and Humanities Teaching Materials,3
20th Century Music Studies,2
20th century music,2
Euphonium,2
Cello teaching,2
Trumpet playing,2
Trumpet playing teaching,2
Chinese and Western drama,2
Chinese literature and drama,2
Chinese dance teaching,2
Chinese painting,2
Chinese painting theory,2
Cultural and creative industries,2
Japanese,2
Wood carving,2
Watercolor creation,2
Host,2
North tube music,2
Classical drama,2
Guqin,2
Taiwan Music History,2
Plane composition,2
Children's music teaching,2
Blow,2
folk music,2
Chorus command,2
Chorus instruction,2
Multimedia art creation,2
Aerobic dance,2
Western drama,2
Western performance,2
Euphonium teaching,2
Materials science,2
Alexander Tips,2
Children's band,2
other,2
String literature and works,2
Oriental painting,2
Oriental art history,2
French playing,2
Physical performance,2
Limb training,2
Performance analysis,2
Performance art,2
Trombone playing,2
Chamber music research,2
Chamber music teaching,2
Chamber music performance and teaching,2
To be filled,2
Pop music,2
Research methods,2
Research method,2
Art,2
Aesthetics and philosophy of art,2
Music administration,2
Music foundation,2
Music education philosophy,2
Music review,2
Music library science,2
musical,2
Appreciation of music,2
Aboriginal music,2
Calligraphy theory,2
Calligraphy,2
Painting and calligraphy,2
trick,2
Pastel,2
Soundtrack,2
Even play,2
Sing,2
National Primary School Art and Humanities Teaching Materials,2
International etiquette,2
Mixed recording project,2
cooking,2
Modern ink,2
Modern art history,2
Theory and composition,2
Second Modern and Media Art Discussion,2
絃樂 works research,2
Shape art,2
Plastic arts,2
Creative theory,2
Museum administration,2
Clarinet teaching,2
illustration,2
Curation theory and practice,2
visual art,2
Visual identity design,2
comment,2
Songwriting,2
Traditional Music,2
Traditional opera performance,2
Contemporary drama,2
Contemporary art research,2
Contemporary art theory,2
Contemporary art creation,2
Italian,2
Device,2
Keyboard,2
Film theory,2
Film Production,2
film art,2
Singing teaching,2
Opera performance,2
Opera stage,2
Lacquer art,2
Orchestra conductor,2
Wind music literature and works,2
Symphonic Band,2
Wind orchestra conductor,2
Comprehensive media,2
Taiwan Music History,2
stage,2
stage performance,2
Stage supervision,2
Dance performance,2
dancing tutorial,2
Dance and technology,2
Dance choreography,2
Theater administration,2
Theater performance,2
Theater design,2
Screenwriter,2
German art songs,2
Digital music creation,2
Music theory,2
Orchestra,2
Orchestra ensemble,2
Orchestra management,2
Orchestra playing,2
Musical instrument,2
Director,2
Glue creation,2
Composite media creation,2
Composite media,2
Multi-media,2
Instrumental music research,2
Lighting technology,2
Independent curation,2
Piano cooperation,2
Appreciation of piano works,2
Piano chamber music,2
Piano teaching research,2
piano solo,2
Mime,2
drama,2
Drama criticism,2
Principle of drama,2
Drama teaching,2
Drama screenwriter,2
Stroke teaching method,2
Stroke music research,2
Jazz,2
Jazz piano,2
Score playing,2
Vocal chorus,2
Saxophone,2
Picture book creation,2
Art administration and management,2
Art marketing,2
Art therapy,2
History of art education,2
Art song,2
Casting,2
Physical fitness,2
20th Century Music Theory and Analysis,1
2D/3D visual design,1
3D animation,1
3D game production,1
3D computer animation,1
Introduction to 3D Drawing,1
C.I.S and V.I.S overall planning design,1
Jazz Music,1
Lecoq performance method,1
MIDI,1
Teaching application of MIDI and arranger software,1
Trombone,1
"One person, one story theater",1
One version of multicolor method,1
20th Century Piano Performance and Interpretation,1
Human Resources,1
character,1
History of Dutch art in the seventeenth century,1
Euphonium (major),1
Euphonium teaching,1
Playing on the woofer,1
Mouth technique,1
Mainland Performing Arts Market Research,1
Mainland issue research,1
Cello individual teaching,1
Cello teaching and practice,1
Cello playing / teaching,1
Cello playing teaching,1
Cello playing and teaching,1
Cello playing and teaching method research,1
Cello solo,1
Harpsichord organ tuning,1
Female (other) theater,1
Feminist psychoanalysis,1
Feminist art,1
Female art,1
clown,1
Violin (major),1
Violin and chamber music teaching,1
Violin individual class,1
Violin teaching method,1
Violin teaching,1
Violin teaching and practice,1
Violin playing and chamber music teaching,1
Violin playing skills,1
Violin playing,1
Violin playing method teaching,1
Violin playing teaching,1
Violin orchestra fragment research,1
Trumpet teaching,1
Fiction,1
Novel creation,1
landscape,1
Meticulous,1
Meticulous painting,1
Meticulous painting,1
"Meteorious, freehand, flower and bird",1
Process,1
Craft education,1
technological design,1
Craft creation,1
Sino-Japanese art exchange,1
"Chinese and foreign art songs and folk songs, etc.",1
Chinese and Western music history,1
History of Chinese and Western theaters,1
Comparison of Chinese and Western Art,1
Chinese and Western art history,1
