Var1,Freq
Financial Accounting,300
Financial Management,263
Investment,195
International finance,158
Accounting,154
economics,143
Corporate Governance,136
Management accounting,129
Corporate finance,123
Marketing management,119
Risk Management,106
statistics,96
Auditing,92
Financial Statement Analysis,90
Financial market,85
accounting,78
Individual economics,75
Financial engineering,72
International business management,72
management,72
human resource Management,70
General economics,68
cost accounting,67
Tax regulations,67
Business management,66
International financial management,64
audit,61
E-commerce,59
Econometrics,58
international trade,57
Derivative financial products,56
Currency banking,53
Strategic management,53
Tax accountant,52
Accounting information system,52
Industrial economics,50
Financial institution management,47
Consumer Behavior,47
finance,46
Overall economy,46
Industrial Economy,44
International Economics,43
Civil law,42
Financial analysis,42
Insurance,40
International marketing,40
statistics,39
calculus,39
Market microstructure,38
Finance,37
Commercial law,37
Organizational behavior,37
Financial finance,35
Public economics,34
Multivariate analysis,33
Cost and management accounting,33
Econometric,33
Financial measurement,33
International Trade Practice,32
Industrial organization,32
Labor Economics,32
Enterprise resource planning,31
commercial English,31
Behavioral finance,30
Marketing,29
Marketing,29
Futures and options,29
Teaching English,28
management,28
International Trade Practice,27
Homework research,26
international firms,26
International economic,26
Supply Chain Management,25
economic development,25
Game theory,25
Company law,24
Marketing research,24
Investment management,24
Research methods,24
Industry analysis,24
Financial economy,23
Grade,23
Business evaluation,22
Behavioral finance,22
Information management,22
organism count,21
Government accounting,21
Individual economy,21
Tax law,21
Intermediate accounting,20
financial analysis,20
Statistical Analysis,20
Quantity method,20
Time series analysis,19
Financial risk management,19
Project management,19
Economic Analysis,19
Applied econometrics,19
Intermediate Accounting,18
Tax regulations,18
Internet marketing,18
Corporate social responsibility,17
Knowledge management,17
Social insurance,17
Taxation law,17
Financial economics,17
Internal Control,16
Corporate finance,16
Insurance law,16
Earnings management,16
Financial planning,16
Strategic marketing,16
Data exploration,16
Asset pricing,16
Applied individual economics,16
life insurance,15
Fixed income securities,15
Financial regulations,15
Financial risk management,15
Insurance,15
Actuarial,15
Financial mathematics,15
International financial management,15
Economic growth,15
Banking practice,15
Business ethics,14
Survival analysis,14
Investment and financial management,14
Insurance finance,14
sequentially,14
Financial Management,14
regression analysis,14
Health economics,14
International marketing management,14
International Investment,14
Calculations,14
Currency bank,14
Programming,14
Capital market research,14
Computer audit,14
Experimental economics,14
Management science,14
Management information system,14
Applied econometrics,14
Japanese,13
Reliability analysis,13
Service marketing,13
Technology management,13
Tax planning,13
International trade theory and policy,13
Fund management,13
Application metering,13
Environmental economics,13
Stock investment,13
market survey,12
Financial markets and institutions,12
Financial Institutions,12
English,12
Introduction to Computer,12
Monetary economics,12
capital market,12
Bank accounting,12
Mathematical statistics,12
mathematics,12
Stock market,12
Human Resources,11
HR management,11
Real estate finance,11
investment,11
Primary accounting,11
political economy,11
statistical methods,11
Innovation management,11
Labor economy,11
Tax planning,11
economic,11
experimental design,11
Actuarial,11
Applied Statistics,11
Securities analysis,11
Securities trading law,11
Industrial statistics,10
administrative law,10
Decision science,10
financial,10
Financial marketing,10
Insurance business and risk management,10
General theory of measurement and statistical methods,10
Risk management and insurance,10
Individual economic theory,10
property insurance,10
Business accounting,10
Business management,10
International trade theory,10
Monetary finance,10
Monetary theory and policy,10
Asset Securitization,10
agricultural economy,10
Computer audit,10
Securities Investment Analysis,10
Real estate investment,9
Real estate management,9
Public economy,9
Local finance,9
Cost and management accounting,9
Portfolio management,9
investment bank,9
Primary accounting,9
Insurance practice,9
English conversation,9
Personal finance,9
Taxation theory,9
Wealth management,9
Advanced accounting,9
Regional Economics,9
International human resource management,9
Statistical inference,9
Bond Market,9
Management,9
constitution,9
Customer relationship management,9
Internal audit,8
Business management,8
Global operations management,8
Service industry management,8
Insurance economy,8
Quality management,8
Time series analysis,8
International financial market,8
International Finance and Exchange,8
International tax,8
International Accounting,8
Organization theory,8
Organization management,8
Entrepreneur management,8
Intellectual capital,8
Tax,8
Accounting and auditing regulations,8
Economic Mathematics,8
Introduction to Economics and Teaching,8
Information economics,8
Actuarial Mathematics,8
Banking and Financial Services Management,8
Audit quality,8
Machine learning,8
Customer behavior,8
General management,7
Life Insurance,7
Public choice,7
Summary of civil law,7
Enterprise risk management,7
Global marketing,7
Mutual Fund,7
Management committee,7
Behavioral accounting,7
Marketing strategy,7
Job management,7
Bayesian analysis,7
Cross-strait trade,7
Sample survey,7
Service industry marketing,7
Introduction to law,7
Quality control,7
Financial theory,7
Higher accounting,7
Business suit software,7
International relations,7
Statistical consultation,7
Silver,7
Accounting education,7
Economic history,7
Management economics,7
Language education,7
Linear algebra,7
Environmental economy,7
Overall economic analysis,7
General Economics and Monetary Economics,7
Performance management,7
Forensic accounting,7
General financial market,6
Interpersonal communication,6
Biological information,6
Productivity and efficiency,6
Electronic enterprise,6
Enterprise merger,6
Risk management,6
Investment Analysis,6
Investment theory,6
Sampling method,6
Legal economics,6
Financial Innovation,6
Insurance marketing,6
Insurance supervision,6
Brand management,6
Family economics,6
Tax reporting practice,6
financial,6
Financial measurement method,6
Financial accounting,6
Fiscal tax,6
Regional economy,6
commercial law,6
International trade theory,6
International business theory,6
International trade law,6
The overall economic concept of international trade and finance,6
Monetary Policy,6
Monetary theory,6
Monetary economy,6
Intellectual property rights,6
Strategic planning,6
Accounting - general,6
General theory of economics,6
Database system,6
Data mining,6
Information security,6
asset Management,6
Management accounting,6
Mathematical economy,6
Probability theory,6
General Economics and Monetary Economy,6
XBRL,5
Corporate financial management,5
Public policy,5
Japanese literature,5
Career Planning,5
Ecological statistics,5
Business management,5
Reinsurance,5
Multiple comparisons,5
Cost management accounting,5
Chenghui,5
Behavioral economics,5
Investment theory and practice,5
Portfolio analysis,5
Bayesian statistics,5
Logistics management,5
financial insurance,5
Financial institution risk management,5
Financial institution management and management,5
Trust,5
Derivative goods,5
Risk assessment,5
Tax,5
Energy economy,5
Fiscal policy,5
Financial time series,5
Financial report analysis,5
Financial evidence,5
Higher accounting,5
Business English,5
International Trade Theory and Policy,5
International business management,5
International financial theory,5
International political economy,5
International trade regulations,5
International exchange,5
Industrial economic analysis,5
trading,5
Economics,5
Database management,5
Agricultural economics,5
Substantive right,5
Algorithm,5
Management - general,5
Management economy,5
Management,5
Actuary,5
Web Design,5
Network economics,5
Bank management,5
Digital learning,5
Mathematical and quantitative methods,5
Linear model,5
stochastic process,5
Application individual measurement,5
Performance measurement,5
Relationship marketing,5
Category data analysis,5
Sightseeing marketing,5
ERP,4
Big data analysis,4
real estate,4
Real estate investment management,4
Central bank,4
Internal control and internal audit,4
public finance,4
public relationship,4
Foreign exchange practice,4
Civil law,4
Production management,4
Business diagnosis,4
criminal law,4
Cost and management accounting,4
Growth and volatility,4
Marketing - general,4
System,4
Interest rate model,4
Strategic analysis,4
Initial meeting,4
Income distribution,4
Sampling theory,4
Financial practice,4
Financial supervision,4
Financial management,4
Financial institutions and markets,4
Non-profit accounting,4
Insurance theory,4
Insurance management,4
Trust investment,4
Trust law,4
Technology marketing,4
Measurement method,4
Measurement and statistical methods,4
Individual measurement,4
Taxation theory and system,4
Financial English,4
Financial measurement,4
Financial information system,4
pension,4
Healthy economy,4
Regional economy,4
Commercial English conversation,4
Business education,4
International marketing,4
International political economy,4
Legal issues related to international trade,4
International accounting standards,4
International etiquette,4
Professional ethics,4
Special study,4
Product insurance,4
Property insurance actuarial practice,4
Bill method,4
Statistical software application,4
Money supply and credit,4
Innovation and entrepreneurship management,4
Intellectual Property Law,4
futures,4
Program language,4
History of economic thought,4
Economic theory,4
Economic forecast,4
Principle of economics,4
