Var1,Freq
英語教學,723
日語教學,155
英美文學,128
語言學,128
日本語教育,126
日本語學,117
英文寫作,90
翻譯,88
比較文學,81
法語教學,71
英語會話,68
英文,67
日語教育,65
德語教學,62
社會語言學,59
商用英文,55
第二語言習得,54
日語,51
日本文學,49
文化研究,48
英國文學,48
應用語言學,47
心理語言學,46
日本文化,46
美國文學,44
語言教學,41
文學理論,39
句法學,38
英文閱讀,38
英語聽講,37
語音學,37
日本近代文學,34
中英翻譯,33
日語會話,33
英文文法,33
課程設計,33
電腦輔助語言教學,29
言談分析,28
語用學,28
新聞英文,27
翻譯理論,27
性別研究,25
英文作文,24
跨文化溝通,24
日文教學,23
西班牙語教學,23
俄語教學,23
英文教學,23
文法,22
日文,22
法國文學,22
筆譯,22
語言與文化,22
寫作,22
口語訓練,20
企業管理,20
西班牙文,20
西語教學,20
研究方法,20
認知語言學,20
口譯,19
日本語教育學,19
兒童文學,19
音韻學,19
語言習得,19
戲劇,19
一般語言學,18
日語語法,18
英語文教學,18
英語聽講練習,18
專業英文,18
華語教學,18
語文教育,18
語意學,18
觀光英文,18
觀光英語,18
日本近現代文學,17
語料庫語言學,17
翻譯研究,17
女性文學,16
日本語教學,16
社會學,16
第二外語習得,16
語言測驗,16
英語聽力,15
國際關係,15
教育學,15
莎士比亞,15
會話,15
電腦輔助英語教學,15
質性研究,15
閱讀,15
日本歷史,14
日語語言學,14
外語習得,14
西班牙文學,14
英文閱讀與寫作,14
教育科技,14
經濟學,14
跨文化研究,14
電腦輔助教學,14
韓語教學,14
大一英文,13
中日比較文學,13
日本古典文學,13
字彙與閱讀,13
英語寫作,13
英語閱讀,13
新聞英語,13
管理學,13
德國文學,13
口筆譯,12
女性主義,12
文學翻譯,12
西洋文學,12
西班牙文教學,12
法文,12
法語,12
英美小說,12
英語教學法,12
修辭學,12
電腦輔助語言學習,12
課程與教學,12
雙語教育,12
俄國文學,11
英語教材教法,11
商學相關,11
教育,11
教育心理學,11
通識英文,11
精神分析,11
語言學習策略,11
聽力,11
觀光日語,11
TESOL,10
外國語文學,10
多益,10
西洋文學概論,10
兒童英語教學,10
後殖民論述,10
英文讀寫,10
英語,10
英語師資培育,10
商用日語,10
商業英文,10
國貿實務,10
電影研究,10
語言評量,10
語言學概論,10
職場英文,10
小說,9
中英口譯,9
中英筆譯,9
文學,9
文學教學,9
日本語言學,9
日語文法,9
日語教學理論,9
外語教學,9
全民英檢,9
後殖民文學,9
英語教學理論與實務,9
英語語言學,9
哲學,9
符號學,9
華語文教學,9
德文,9
聽力訓練,9
TOEIC,8
口筆譯教學,8
心理學,8
日文習作,8
日本經濟,8
日本語文學,8
多媒體教學,8
行銷管理,8
西洋文學理論,8
俄語,8
政治學,8
英語演說,8
計算語言學,8
商用日文,8
國際貿易,8
基礎日語,8
逐步口譯,8
德語,8
閱讀教學,8
韓語,8
翻譯實務,8
藝術史,8
人力資源管理,7
中日翻譯,7
中英文翻譯,7
中德翻譯,7
日本語,7
日本語會話,7
日語教育學,7
日語翻譯,7
台灣文學,7
台灣史,7
同步口譯,7
多元文化教育,7
西班牙文文法,7
西班牙語,7
法語語言學,7
青少年文學,7
後現代小說,7
科技英文,7
美學,7
英文會話,7
英詩,7
英語口語訓練,7
英語教育,7
英語教學理論,7
英語發音,7
英語演講,7
商用英語,7
商務英文,7
第二言語習得,7
組織行為,7
發音,7
詞彙語意學,7
會展英文,7
語言教育,7
語言測驗與評量,7
語法理論,7
閱讀策略,7
翻譯學,7
雙語教學,7
中西翻譯,6
文學批評,6
日本語文,6
日語語音學,6
成人教育,6
行銷,6
作文教學,6
法文文法,6
法國文化,6
後殖民研究,6
旅遊英文,6
神經語言學,6
財經英文,6
現代主義,6
喬伊斯研究,6
聖經文學,6
電影,6
對比研究,6
構詞學,6
語法學,6
德語文學,6
翻譯教學,6
口語傳播,5
文化史,5
文學導讀,5
日本地理,5
日本社會文化,5
日本近現代史,5
日語語學,5
民俗學,5
字彙閱讀,5
西洋戲劇,5
西班牙文化,5
西班牙語教學法,5
作文,5
亞美文學,5
阿拉伯語教學,5
俄語語言學,5
英美詩歌,5
英美戲劇,5
英國小說,5
英語演講與溝通,5
英語聽講教學,5
旅行文學,5
區域研究,5
商用英文寫作,5
國際禮儀,5
專業英語教學,5
