Var1,Freq
tennis,57
basketball,56
Swim,54
Badminton,53
track and field,52
Exercise physiology,45
Billiard,40
Ball,37
volleyball,35
Sports psychology,31
dance,28
gymnastics,26
Sports biomechanics,22
football,20
physical education,20
Modern dance,17
Physical fitness,17
Sports training,16
Golf,15
Water Activities,13
Sports education,13
Sports management,13
Sports history,13
Chinese dance,12
Weight training,12
baseball,12
Billiard ball,12
Ballet,11
Taekwondo,11
Sports sociology,11
Dance creation,11
Handball,10
Ballet teaching,9
judo,9
National surgery,9
Stick and softball,9
Motion management,9
sports medicine,9
Dance creation,9
Adapt to sports,9
piano,9
Sports administration,9
Martial arts,8
bowling,8
creation,8
Yoga,8
Motor skills learning,8
Sports philosophy,8
Principle of physical education,8
Tai Chi,7
Wooden ball,7
Sports Biomechanics and Technical Analysis,7
Sports marketing,7
Sports training,7
Aerobic dance,6
Archery,6
Coaching,6
Modern dance teaching,6
Sports marketing,6
Exercise prescription,6
Sports referee law,6
Dance education,6
Sports administration,6
Physical education,6
Chinese dance teaching,5
Folk sports,5
National dance,5
Self-defense,5
Skates,5
Health and Physical Education Teaching Materials,5
theory,5
Sports and leisure management,5
Sports coaching,5
Dance performance,5
football,5
Physical Education Textbook Teaching Method,5
Physical Training,5
Human anatomy,4
Chinese dance history,4
Folk dance,4
Leisure activities,4
Hammer,4
Limb development,4
Performance,4
Musical accompaniment,4
Special sports,4
golf,4
Health and sports,4
Introduction to Health and Physical Education,4
Healthy fitness,4
Technical department,4
Exercise guidance,4
Sports Training,4
Sports injury protection,4
Performance internship,4
Dance accompaniment,4
softball,4
Art administration,4
Rhythmic gymnastics,4
Sports research method,4
Principle of sports,4
Physical fitness guidance,4
Physical fitness and exercise prescription,4
human resource Management,3
Human anatomy and physiology,3
Chinese dance,3
psychology,3
Folklore movement,3
biology,3
Leisure recreation,3
Wrestling,3
Physiotherapy,3
Social sports,3
karate,3
ballet,3
Music teaching,3
boxing,3
Motion analysis,3
statistics,3
Referee law,3
Contemporary dance,3
Sports technology analysis,3
Sports ethics,3
Sports teaching,3
Sports injury and protection,3
Sports injuries and first aid,3
Sports competition management,3
Sports sightseeing,3
Slow softball,3
Dance music,3
kendo,3
fencing,3
Sports history,3
Physical education curriculum design,3
Sports - discipline,3
Freshman sports,2
Sophomore sports,2
Chinese dance skills,2
Outdoor recreation planning and design,2
Water safety and lifesaving,2
Water rescue,2
water sports,2
Water activity,2
Early childhood sports,2
Folk custom,2
National dance teaching,2
Biomechanical research,2
Leisure marketing,2
Leisure service,2
Leisure education,2
Leisure sports management,2
hockey,2
Badminton,2
Aging and physical activity,2
Muscle strength training,2
Western Dance Intermediate I,2
Labang action analysis,2
Ballet middle,2
Ballet preliminary,2
Research method,2
English,2
Faust ball,2
Faust Ball Coach and Referee,2
Special education,2
Special sports activities,2
Senior sports,2
Health psychology,2
Health promotion,2
Action development,2
National baseball coach,2
Educational administration,2
Education,2
Coach psychology,2
Modern dance skills,2
Ball sports,2
Graduation production,2
Swimming teaching,2
Contemporary dance skills,2
Contemporary dance,2
Anatomical physiology,2
Sports anthropology,2
Sports culture research,2
Sports protection,2
Sports health care,2
Sports massage,2
Sports massage,2
Sports science,2
Sports science,2
Sports expertise training (badminton),2
Sports expertise training (billiards),2
Sports expertise training (golf),2
Sports expertise training (tennis),2
Sports intelligence gathering,2
sport control,2
Sports education,2
Sports sticking,2
Sports injury prevention and treatment,2
Sports and health management,2
Sports dance,2
Sports leadership,2
Sports learning,2
Sports nutrition,2
management,2
Dance rehearsal,2
Dance masterpiece,2
Dance skills,2
Dance therapy,2
Dance Performance Technique III,2
Introduction to dance,2
Dance choreographer,2
diving,2
Negotiation Skills,2
Adapt to sports research,2
Fighting aerobic,2
Nutrition,2
medicine,2
Police administration,2
Sports administration and management,2
Sports statistics,2
Sports test and statistics,2
Gymnastics game,2
IAAF International Coaching Certificate,1
MIDI,1
Human Factors Engineering,1
Personality rights,1
Human resources management,1
Human motion mechanics,1
Clinical diagnosis and evaluation of mechanical application,1
Sedentary behavior,1
Earth dance,1
Large-scale multi-purpose stadium operation management,1
College A-level basketball coach,1
Women's softball,1
Female base,1
small,1
Chinese literature,1
Chinese classical dance,1
Chinese folk dance,1
Chinese dance basic movement,1
Chinese dance style research,1
Chinese opera martial arts figure,1
Chinese folk dance,1
TCM injury science,1
formal writing,1
Introduction to Taiji and Meditation,1
Shaolin Martial Arts,1
Handball national hand,1
Handball teaching,1
Handball,1
Sign Language,1
Cultural and creative industries,1
Analysis of the current situation and trend of cultural and creative industries,1
Japanese teaching,1
Japanese Literature - Children's Literature,1
Japanese research,1
Japanese,1
Japanese teaching,1
Water safety rescue,1
Aerobic in water,1
scuba diving,1
water polo,1
World music,1
World dance,1
World sports history,1
Metabolic disease prevention and treatment,1
Physical education based on brain learning,1
Classical dance drama,1
Foreign language,1
Preschool rhythm,1
Child movement,1
Childhood fitness game,1
Folk sports coach,1
Folk dance,1
Folk dance,1
Criminology,1
Biochemistry,1
Career counseling,1
Physiology,1
Ecological psychology,1
Athletics sprint,1
Field events,1
Pilatis,1
Leisure behavior,1
Leisure marketing research,1
Leisure activity planning research,1
Leisure activity planning and execution,1
Leisure activity theory and practice,1
Leisure activity theory and practice,1
Leisure activity planning,1
Leisure activity leader,1
Leisure research,1
Casual consumer behavior,1
Leisure theory and practice,1
Leisure industry manpower development,1
Specialties in the leisure industry,1
Leisure industry management,1
Leisure sport,1
Leisure sports psychology,1
Introduction to leisure sports,1
Leisure course planning,1
Introduction to Leisure Studies,1
Whole person health,1
boating,1
Crisis management,1
Crisis management,1
Hemisphere,1
Safety education and first aid,1
Early treatment and action education,1
Aerobic,1
"Aerobic yoga, sports guidance and promotion, adaptation to physical education classes, aerobics",1
Aerobic exercise,1
"Badminton, sports",1
Badminton special ability assessment and training,1
Rehabilitation of the elderly,1
Old age,1
Aging and fitness research,1
Musculoskeletal and neurological rehabilitation,1
Muscle dynamics,1
Natural and cultural history,1
Behavioral epidemiology,1
Marketing,1
Marketing management,1
Composing,1
Immunology,1
Improvisation,1
Sitting volleyball,1
Volunteer service,1
Tear and handball,1
Men's Ballet Technique - Beginner,1
System Management,1
Football teaching,1
Football,1
Mind and body,1
Body teaching,1
Body culture history,1
Physical activity,1
Physical activity psychology,1
Introduction to physical activity,1
Asian referee,1
Peking opera,1
Peking Opera Performance,1
Peking Opera Action I,1
Children's leisure activities design,1
Child development,1
Primary physical instructor,1
Pilates,1
Latin aerobic,1
Tug of war,1
Forestry economy,1
French teaching,1
French ball,1
Legally relevant,1
Physical therapy,1
Inline teaching,1
Community health building,1
Social psychology,1
Social sports research,1
Research on Ballet Form and Style,1
Ballet technique,1
Ballet skills,1
Ballet teaching,1
Ballet teaching and scriptwriting,1
Ballet screenwriter,1
Performance form and style,1
Performance training,1
Youth leisure behavior,1
Adventure education,1
rhythm,1
first aid,1
Emergency medicine,1
Shiatsu and massage,1
Judo teaching,1
Event hosting,1
Activity planning and design,1
Popular dance,1
English writing,1
English conversation,1
English listening,1
Introduction to Computer,1
"Weight training, strength, sports training, expertise training, billiards",1
Weight training guide,1
Music Appreciation,1
Music related courses,1
